date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;6765000;3375000;-1.0;0.9;-2.4;3.3;238;5.22; paroni;NaN;NaN;NaN
2006-01-02;6765000;3375000;-0.6;0.4;-1.8;1.8;238;5.54; paroni;NaN;NaN;NaN
2006-01-03;6765000;3375000;-2.4;-1.1;-2.9;0.0;292;4.83; paroni;NaN;NaN;NaN
2006-01-04;6765000;3375000;-2.7;-1.7;-3.2;0.0;281;4.79; paroni;NaN;NaN;NaN
2006-01-05;6765000;3375000;-2.4;-1.5;-4.4;0.1;292;4.77; paroni;NaN;NaN;NaN
2006-01-06;6765000;3375000;-1.4;-1.0;-2.0;0.0;313;5.16; paroni;NaN;NaN;NaN
2006-01-07;6765000;3375000;-4.7;-1.8;-6.1;0.0;788;4.22; paroni;NaN;NaN;NaN
2006-01-08;6765000;3375000;-8.4;-5.7;-11.2;0.0;1134;3.12; paroni;NaN;NaN;NaN
2006-01-09;6765000;3375000;-3.7;-2.7;-7.7;0.1;356;4.52; paroni;NaN;NaN;NaN
2006-01-10;6765000;3375000;-1.4;0.8;-6.2;0.8;518;5.16; paroni;NaN;NaN;NaN
2006-01-11;6765000;3375000;1.8;2.5;0.7;2.9;140;6.71; paroni;NaN;NaN;NaN
2006-01-12;6765000;3375000;1.8;2.8;1.0;0.1;1231;6.09; paroni;NaN;NaN;NaN
2006-01-13;6765000;3375000;0.0;1.7;-3.3;0.0;238;5.8; paroni;NaN;NaN;NaN
2006-01-14;6765000;3375000;-0.2;1.4;-1.6;0.0;810;5.61; paroni;NaN;NaN;NaN
2006-01-15;6765000;3375000;-0.5;1.4;-1.3;0.2;432;5.3; paroni;NaN;NaN;NaN
2006-01-16;6765000;3375000;-1.6;-0.5;-1.8;0.6;324;5.09; paroni;NaN;NaN;NaN
2006-01-17;6765000;3375000;-7.4;-1.8;-11.5;0.2;551;3.16; paroni;NaN;NaN;NaN
2006-01-18;6765000;3375000;-17.7;-11.3;-18.5;0.0;1231;1.08; paroni;NaN;NaN;NaN
2006-01-19;6765000;3375000;-22.1;-18.3;-23.8;0.0;1879;0.82; paroni;NaN;NaN;NaN
2006-01-20;6765000;3375000;-22.0;-18.4;-24.3;0.0;1814;0.82; paroni;NaN;NaN;NaN
2006-01-21;6765000;3375000;-21.8;-20.0;-22.9;0.0;2419;0.8; paroni;NaN;NaN;NaN
2006-01-22;6765000;3375000;-22.9;-19.1;-25.4;0.0;2279;0.75; paroni;NaN;NaN;NaN
2006-01-23;6765000;3375000;-10.4;-3.2;-22.9;0.7;475;2.83; paroni;NaN;NaN;NaN
2006-01-24;6765000;3375000;-2.5;-2.0;-3.2;3.3;432;4.73; paroni;NaN;NaN;NaN
2006-01-25;6765000;3375000;-0.7;0.8;-2.3;0.9;745;5.49; paroni;NaN;NaN;NaN
2006-01-26;6765000;3375000;-3.8;-0.1;-6.8;0.4;1328;4.23; paroni;NaN;NaN;NaN
2006-01-27;6765000;3375000;-0.4;1.2;-2.5;0.0;1955;5.2; paroni;NaN;NaN;NaN
2006-01-28;6765000;3375000;-3.8;-1.1;-7.8;0.1;1825;4.21; paroni;NaN;NaN;NaN
2006-01-29;6765000;3375000;0.4;1.6;-2.9;0.4;2398;5.43; paroni;NaN;NaN;NaN
2006-01-30;6765000;3375000;0.4;3.2;-1.9;0.0;2365;5.18; paroni;NaN;NaN;NaN
2006-01-31;6765000;3375000;-6.2;-1.8;-10.3;0.5;1598;3.43; paroni;NaN;NaN;NaN
2006-02-01;6765000;3375000;-3.8;-2.4;-5.1;3.8;680;4.29; paroni;NaN;NaN;NaN
2006-02-02;6765000;3375000;-8.8;-3.2;-9.9;6.4;929;2.92; paroni;NaN;NaN;NaN
