date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;6935000;3375000;-1.7;0.0;-3.5;2.0;162;5.23; havusuo;NaN;NaN;NaN
2006-01-02;6935000;3375000;-1.3;-0.5;-2.6;6.1;162;5.39; havusuo;NaN;NaN;NaN
2006-01-03;6935000;3375000;-2.4;-1.8;-3.0;0.0;119;4.96; havusuo;NaN;NaN;NaN
2006-01-04;6935000;3375000;-3.3;-2.4;-3.7;0.1;97;4.66; havusuo;NaN;NaN;NaN
2006-01-05;6935000;3375000;-3.8;-1.7;-7.4;0.0;151;4.47; havusuo;NaN;NaN;NaN
2006-01-06;6935000;3375000;-2.2;-1.6;-2.9;0.0;184;5.07; havusuo;NaN;NaN;NaN
2006-01-07;6935000;3375000;-4.7;-2.8;-6.0;0.0;346;4.28; havusuo;NaN;NaN;NaN
2006-01-08;6935000;3375000;-9.8;-5.8;-12.6;0.0;778;3.16; havusuo;NaN;NaN;NaN
2006-01-09;6935000;3375000;-3.3;-2.6;-10.6;0.0;238;4.72; havusuo;NaN;NaN;NaN
2006-01-10;6935000;3375000;-4.2;-0.5;-8.4;0.9;637;4.29; havusuo;NaN;NaN;NaN
2006-01-11;6935000;3375000;0.3;1.2;-0.8;3.5;151;6.16; havusuo;NaN;NaN;NaN
2006-01-12;6935000;3375000;1.0;1.9;0.5;0.1;821;5.61; havusuo;NaN;NaN;NaN
2006-01-13;6935000;3375000;-2.6;0.8;-7.0;0.0;281;5.11; havusuo;NaN;NaN;NaN
2006-01-14;6935000;3375000;-2.2;-0.3;-4.2;0.0;583;4.87; havusuo;NaN;NaN;NaN
2006-01-15;6935000;3375000;-1.7;-0.5;-2.8;0.4;670;5.23; havusuo;NaN;NaN;NaN
2006-01-16;6935000;3375000;-3.3;-2.7;-3.7;0.2;302;4.72; havusuo;NaN;NaN;NaN
2006-01-17;6935000;3375000;-8.9;-2.6;-14.1;0.1;540;2.68; havusuo;NaN;NaN;NaN
2006-01-18;6935000;3375000;-19.9;-14.0;-23.1;0.0;1188;0.91; havusuo;NaN;NaN;NaN
2006-01-19;6935000;3375000;-25.7;-22.7;-27.9;0.0;1598;0.53; havusuo;NaN;NaN;NaN
2006-01-20;6935000;3375000;-26.9;-21.4;-30.7;0.0;1534;0.5; havusuo;NaN;NaN;NaN
2006-01-21;6935000;3375000;-25.1;-22.4;-27.8;0.0;1696;0.57; havusuo;NaN;NaN;NaN
2006-01-22;6935000;3375000;-25.2;-21.9;-29.7;0.1;1814;0.63; havusuo;NaN;NaN;NaN
2006-01-23;6935000;3375000;-9.5;-4.5;-22.9;1.5;292;3.03; havusuo;NaN;NaN;NaN
2006-01-24;6935000;3375000;-2.6;-2.0;-4.4;4.5;421;4.99; havusuo;NaN;NaN;NaN
2006-01-25;6935000;3375000;-1.6;0.1;-3.5;2.1;497;5.26; havusuo;NaN;NaN;NaN
2006-01-26;6935000;3375000;-4.3;-2.6;-6.2;0.5;767;4.28; havusuo;NaN;NaN;NaN
2006-01-27;6935000;3375000;-1.7;0.5;-4.3;0.0;1382;4.83; havusuo;NaN;NaN;NaN
2006-01-28;6935000;3375000;-6.2;-1.8;-11.9;0.0;1328;3.86; havusuo;NaN;NaN;NaN
2006-01-29;6935000;3375000;-1.4;1.1;-6.9;0.4;1825;5.29; havusuo;NaN;NaN;NaN
2006-01-30;6935000;3375000;-2.0;2.2;-5.0;0.0;1696;4.48; havusuo;NaN;NaN;NaN
2006-01-31;6935000;3375000;-9.7;-5.0;-15.8;1.9;1210;2.88; havusuo;NaN;NaN;NaN
2006-02-01;6935000;3375000;-5.3;-3.1;-6.8;0.5;616;3.99; havusuo;NaN;NaN;NaN
2006-02-02;6935000;3375000;-10.0;-5.6;-11.6;4.5;875;2.62; havusuo;NaN;NaN;NaN
2006-02-03;6935000;3375000;-18.5;-11.5;-22.5;0.0;1706;1.18; havusuo;NaN;NaN;NaN
2006-02-04;6935000;3375000;-23.2;-18.1;-26.4;0.0;2560;0.78; havusuo;NaN;NaN;NaN
2006-02-05;6935000;3375000;-23.9;-15.3;-30.2;0.1;3262;0.75; havusuo;NaN;NaN;NaN
2006-02-06;6935000;3375000;-22.0;-14.5;-28.0;0.1;2765;0.88; havusuo;NaN;NaN;NaN
2006-02-07;6935000;3375000;-19.0;-16.6;-21.6;0.0;2257;1.11; havusuo;NaN;NaN;NaN
2006-02-08;6935000;3375000;-15.7;-12.8;-18.6;0.2;1674;1.6; havusuo;NaN;NaN;NaN
2006-02-09;6935000;3375000;-13.8;-13.2;-15.8;0.6;778;1.83; havusuo;NaN;NaN;NaN
2006-02-10;6935000;3375000;-9.9;-6.0;-13.4;0.0;1793;2.7; havusuo;NaN;NaN;NaN
2006-02-11;6935000;3375000;-11.5;-6.3;-16.6;0.0;3596;2.59; havusuo;NaN;NaN;NaN
2006-02-12;6935000;3375000;-4.4;-3.1;-8.5;0.4;1026;4.23; havusuo;NaN;NaN;NaN
2006-02-13;6935000;3375000;-3.0;-2.0;-4.1;1.2;572;4.76; havusuo;NaN;NaN;NaN
2006-02-14;6935000;3375000;-5.6;-2.1;-6.3;0.0;1523;3.86; havusuo;NaN;NaN;NaN
2006-02-15;6935000;3375000;-7.6;-6.3;-8.3;0.6;1220;3.2; havusuo;NaN;NaN;NaN
2006-02-16;6935000;3375000;-8.2;-6.3;-9.4;0.6;1523;2.94; havusuo;NaN;NaN;NaN
2006-02-17;6935000;3375000;-13.3;-8.5;-14.9;0.2;4666;1.84; havusuo;NaN;NaN;NaN
2006-02-18;6935000;3375000;-13.2;-10.4;-18.1;2.4;3100;1.97; havusuo;NaN;NaN;NaN
2006-02-19;6935000;3375000;-6.1;-4.1;-10.2;0.7;1091;3.65; havusuo;NaN;NaN;NaN
2006-02-20;6935000;3375000;-4.7;-2.6;-6.1;0.1;1436;3.96; havusuo;NaN;NaN;NaN
2006-02-21;6935000;3375000;-5.5;-2.7;-8.7;0.1;4633;3.44; havusuo;NaN;NaN;NaN
2006-02-22;6935000;3375000;-4.3;0.3;-9.5;0.2;1609;4.38; havusuo;NaN;NaN;NaN
2006-02-23;6935000;3375000;-4.2;-1.2;-6.8;0.0;2160;4.31; havusuo;NaN;NaN;NaN
2006-02-24;6935000;3375000;-2.4;-0.4;-4.5;0.0;2030;5.01; havusuo;NaN;NaN;NaN
2006-02-25;6935000;3375000;-4.5;-0.4;-8.0;0.0;6232;3.72; havusuo;NaN;NaN;NaN
2006-02-26;6935000;3375000;-15.2;-3.6;-22.4;0.0;6372;1.64; havusuo;NaN;NaN;NaN
2006-02-27;6935000;3375000;-17.7;-6.3;-24.4;0.0;5432;1.34; havusuo;NaN;NaN;NaN
2006-02-28;6935000;3375000;-16.7;-8.3;-23.7;0.7;4828;1.54; havusuo;NaN;NaN;NaN
2006-03-01;6935000;3375000;-11.4;-7.6;-18.8;0.1;4514;2.17; havusuo;NaN;NaN;NaN
2006-03-02;6935000;3375000;-10.8;-7.0;-13.5;0.0;6145;2.17; havusuo;NaN;NaN;NaN
2006-03-03;6935000;3375000;-11.1;-7.9;-13.9;0.8;4439;1.93; havusuo;NaN;NaN;NaN
2006-03-04;6935000;3375000;-12.2;-8.4;-17.6;1.0;5551;1.98; havusuo;NaN;NaN;NaN
2006-03-05;6935000;3375000;-10.5;-6.4;-14.1;0.8;3434;2.42; havusuo;NaN;NaN;NaN
2006-03-06;6935000;3375000;-9.4;-6.9;-11.0;0.9;3834;2.6; havusuo;NaN;NaN;NaN
2006-03-07;6935000;3375000;-15.4;-9.6;-20.7;0.0;5584;1.53; havusuo;NaN;NaN;NaN
2006-03-08;6935000;3375000;-18.0;-9.0;-25.2;0.0;6156;1.36; havusuo;NaN;NaN;NaN
2006-03-09;6935000;3375000;-18.3;-9.2;-26.3;0.0;5692;1.19; havusuo;NaN;NaN;NaN
2006-03-10;6935000;3375000;-18.8;-7.7;-27.5;0.0;6761;1.26; havusuo;NaN;NaN;NaN
2006-03-11;6935000;3375000;-15.4;-5.9;-24.5;0.6;3661;1.85; havusuo;NaN;NaN;NaN
2006-03-12;6935000;3375000;-12.0;-2.5;-21.4;0.0;7895;1.96; havusuo;NaN;NaN;NaN
2006-03-13;6935000;3375000;-9.0;2.7;-18.9;0.0;9180;2.41; havusuo;NaN;NaN;NaN
2006-03-14;6935000;3375000;-8.1;0.4;-16.9;0.0;8629;2.33; havusuo;NaN;NaN;NaN
2006-03-15;6935000;3375000;-7.1;1.8;-14.8;0.0;9180;2.75; havusuo;NaN;NaN;NaN
2006-03-16;6935000;3375000;-7.5;3.4;-17.0;0.1;9115;2.69; havusuo;NaN;NaN;NaN
2006-03-17;6935000;3375000;-2.8;5.7;-9.2;0.1;8186;3.98; havusuo;NaN;NaN;NaN
