date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;6725000;3335000;-1.1;0.8;-2.6;12.7;205;5.18; lettosuo;NaN;NaN;NaN
2006-01-02;6725000;3335000;-0.9;0.4;-2.5;2.1;302;5.58; lettosuo;NaN;NaN;NaN
2006-01-03;6725000;3335000;-4.2;-1.7;-7.3;0.0;281;4.34; lettosuo;NaN;NaN;NaN
2006-01-04;6725000;3335000;-3.3;-2.6;-4.7;0.0;259;4.63; lettosuo;NaN;NaN;NaN
2006-01-05;6725000;3335000;-2.6;-1.5;-4.1;0.0;248;4.8; lettosuo;NaN;NaN;NaN
2006-01-06;6725000;3335000;-1.7;-1.3;-2.5;0.0;205;5.18; lettosuo;NaN;NaN;NaN
2006-01-07;6725000;3335000;-4.8;-1.2;-7.3;0.0;443;4.23; lettosuo;NaN;NaN;NaN
2006-01-08;6725000;3335000;-9.0;-5.7;-12.1;0.0;832;3.04; lettosuo;NaN;NaN;NaN
2006-01-09;6725000;3335000;-3.5;-2.8;-6.0;0.1;259;4.68; lettosuo;NaN;NaN;NaN
2006-01-10;6725000;3335000;-0.7;0.8;-4.5;1.1;378;5.63; lettosuo;NaN;NaN;NaN
2006-01-11;6725000;3335000;1.9;2.5;0.6;6.3;184;6.9; lettosuo;NaN;NaN;NaN
2006-01-12;6725000;3335000;1.5;2.8;0.7;0.0;1285;6.05; lettosuo;NaN;NaN;NaN
2006-01-13;6725000;3335000;0.0;1.6;-2.8;0.0;346;5.85; lettosuo;NaN;NaN;NaN
2006-01-14;6725000;3335000;-0.1;1.4;-1.6;0.0;788;5.84; lettosuo;NaN;NaN;NaN
2006-01-15;6725000;3335000;-0.6;1.5;-1.7;0.1;400;5.21; lettosuo;NaN;NaN;NaN
2006-01-16;6725000;3335000;-1.1;-0.3;-1.5;0.5;324;5.36; lettosuo;NaN;NaN;NaN
2006-01-17;6725000;3335000;-4.7;-1.3;-7.4;1.2;454;4.0; lettosuo;NaN;NaN;NaN
2006-01-18;6725000;3335000;-15.9;-7.3;-18.6;0.1;1264;1.35; lettosuo;NaN;NaN;NaN
2006-01-19;6725000;3335000;-21.1;-18.1;-22.5;0.0;1836;0.86; lettosuo;NaN;NaN;NaN
2006-01-20;6725000;3335000;-20.9;-18.0;-23.0;0.0;1458;0.89; lettosuo;NaN;NaN;NaN
2006-01-21;6725000;3335000;-20.4;-18.6;-21.9;0.0;2063;0.89; lettosuo;NaN;NaN;NaN
2006-01-22;6725000;3335000;-22.5;-19.0;-24.7;0.0;2138;0.79; lettosuo;NaN;NaN;NaN
2006-01-23;6725000;3335000;-9.2;-2.7;-23.2;1.9;540;3.15; lettosuo;NaN;NaN;NaN
2006-01-24;6725000;3335000;-2.4;-2.0;-2.7;1.9;551;4.78; lettosuo;NaN;NaN;NaN
2006-01-25;6725000;3335000;-0.7;0.4;-2.2;0.8;626;5.54; lettosuo;NaN;NaN;NaN
2006-01-26;6725000;3335000;-3.3;-0.2;-5.6;0.0;1231;4.38; lettosuo;NaN;NaN;NaN
2006-01-27;6725000;3335000;-0.6;1.0;-1.9;0.0;1966;5.08; lettosuo;NaN;NaN;NaN
2006-01-28;6725000;3335000;-4.1;-1.2;-7.6;0.2;1858;4.26; lettosuo;NaN;NaN;NaN
2006-01-29;6725000;3335000;0.8;2.0;-1.9;0.4;2689;5.48; lettosuo;NaN;NaN;NaN
2006-01-30;6725000;3335000;0.7;3.6;-1.9;0.0;2430;5.09; lettosuo;NaN;NaN;NaN
2006-01-31;6725000;3335000;-5.4;-1.6;-9.8;0.4;1685;3.48; lettosuo;NaN;NaN;NaN
2006-02-01;6725000;3335000;-2.0;0.4;-4.2;3.9;605;5.09; lettosuo;NaN;NaN;NaN
2006-02-02;6725000;3335000;-5.7;-0.7;-7.0;6.7;907;3.81; lettosuo;NaN;NaN;NaN
2006-02-03;6725000;3335000;-14.4;-6.2;-18.8;0.2;1706;1.79; lettosuo;NaN;NaN;NaN
2006-02-04;6725000;3335000;-21.6;-18.3;-24.0;0.0;3013;0.91; lettosuo;NaN;NaN;NaN
2006-02-05;6725000;3335000;-21.9;-16.6;-26.6;0.0;3726;0.89; lettosuo;NaN;NaN;NaN
2006-02-06;6725000;3335000;-20.7;-14.3;-26.6;0.2;2290;0.99; lettosuo;NaN;NaN;NaN
2006-02-07;6725000;3335000;-15.5;-13.7;-20.9;0.2;3337;1.58; lettosuo;NaN;NaN;NaN
2006-02-08;6725000;3335000;-12.0;-10.9;-16.9;0.1;2819;2.22; lettosuo;NaN;NaN;NaN
2006-02-09;6725000;3335000;-11.0;-10.3;-12.2;0.3;1091;2.31; lettosuo;NaN;NaN;NaN
2006-02-10;6725000;3335000;-9.0;-6.6;-11.4;0.2;1145;2.83; lettosuo;NaN;NaN;NaN
2006-02-11;6725000;3335000;-9.4;-6.0;-13.7;0.0;2236;2.78; lettosuo;NaN;NaN;NaN
2006-02-12;6725000;3335000;-7.1;-4.1;-15.0;1.2;1091;3.34; lettosuo;NaN;NaN;NaN
2006-02-13;6725000;3335000;-3.5;-2.4;-5.5;1.0;1048;4.59; lettosuo;NaN;NaN;NaN
2006-02-14;6725000;3335000;-3.0;-1.9;-4.0;0.0;1512;4.41; lettosuo;NaN;NaN;NaN
2006-02-15;6725000;3335000;-6.2;-4.7;-6.5;0.1;1598;3.48; lettosuo;NaN;NaN;NaN
2006-02-16;6725000;3335000;-8.0;-5.8;-11.2;0.6;2214;2.99; lettosuo;NaN;NaN;NaN
2006-02-17;6725000;3335000;-11.7;-9.3;-13.9;0.2;4687;2.12; lettosuo;NaN;NaN;NaN
2006-02-18;6725000;3335000;-8.9;-6.0;-14.0;1.6;1642;2.83; lettosuo;NaN;NaN;NaN
2006-02-19;6725000;3335000;-3.7;-2.5;-5.8;0.2;1447;4.36; lettosuo;NaN;NaN;NaN
2006-02-20;6725000;3335000;-3.2;-1.5;-4.9;0.0;1912;4.51; lettosuo;NaN;NaN;NaN
2006-02-21;6725000;3335000;-9.0;-2.6;-14.4;0.9;2473;2.91; lettosuo;NaN;NaN;NaN
2006-02-22;6725000;3335000;-4.2;0.1;-12.6;0.3;1814;4.34; lettosuo;NaN;NaN;NaN
2006-02-23;6725000;3335000;-6.3;-2.1;-10.5;0.0;4903;3.22; lettosuo;NaN;NaN;NaN
2006-02-24;6725000;3335000;-2.8;-1.2;-5.2;0.1;1663;4.62; lettosuo;NaN;NaN;NaN
2006-02-25;6725000;3335000;-2.8;-0.4;-5.0;0.0;6523;4.4; lettosuo;NaN;NaN;NaN
2006-02-26;6725000;3335000;-9.8;-2.5;-17.8;0.0;7916;2.28; lettosuo;NaN;NaN;NaN
2006-02-27;6725000;3335000;-13.7;-6.1;-20.4;0.0;6664;1.74; lettosuo;NaN;NaN;NaN
2006-02-28;6725000;3335000;-13.9;-7.0;-23.6;4.5;5076;1.97; lettosuo;NaN;NaN;NaN
2006-03-01;6725000;3335000;-8.8;-5.8;-9.9;0.0;5238;2.77; lettosuo;NaN;NaN;NaN
2006-03-02;6725000;3335000;-9.1;-6.3;-13.4;0.7;4633;2.21; lettosuo;NaN;NaN;NaN
2006-03-03;6725000;3335000;-10.7;-7.9;-11.4;0.6;3467;2.05; lettosuo;NaN;NaN;NaN
2006-03-04;6725000;3335000;-9.2;-6.8;-12.6;1.2;2484;2.69; lettosuo;NaN;NaN;NaN
2006-03-05;6725000;3335000;-6.3;-3.9;-8.1;1.3;2214;3.39; lettosuo;NaN;NaN;NaN
2006-03-06;6725000;3335000;-8.6;-5.0;-10.5;0.2;6199;2.76; lettosuo;NaN;NaN;NaN
2006-03-07;6725000;3335000;-12.2;-7.5;-15.6;0.8;7614;1.97; lettosuo;NaN;NaN;NaN
2006-03-08;6725000;3335000;-11.8;-7.2;-20.2;3.0;4212;2.28; lettosuo;NaN;NaN;NaN
2006-03-09;6725000;3335000;-13.8;-6.9;-20.6;0.0;10055;1.67; lettosuo;NaN;NaN;NaN
2006-03-10;6725000;3335000;-14.6;-8.2;-21.8;0.0;10260;1.63; lettosuo;NaN;NaN;NaN
2006-03-11;6725000;3335000;-12.9;-4.9;-22.0;0.0;11016;1.76; lettosuo;NaN;NaN;NaN
2006-03-12;6725000;3335000;-9.4;-3.7;-16.3;0.0;11286;2.32; lettosuo;NaN;NaN;NaN
2006-03-13;6725000;3335000;-6.3;0.4;-14.4;0.0;11048;2.5; lettosuo;NaN;NaN;NaN
2006-03-14;6725000;3335000;-5.2;-0.9;-11.1;0.0;3661;3.1; lettosuo;NaN;NaN;NaN
2006-03-15;6725000;3335000;-4.5;-2.1;-8.2;0.0;4169;3.64; lettosuo;NaN;NaN;NaN
2006-03-16;6725000;3335000;-4.5;-0.2;-6.1;0.0;6890;3.64; lettosuo;NaN;NaN;NaN
2006-03-17;6725000;3335000;-4.3;5.2;-12.7;0.0;8705;3.3; lettosuo;NaN;NaN;NaN
2006-03-18;6725000;3335000;-2.5;1.7;-8.0;2.6;6134;4.74; lettosuo;NaN;NaN;NaN
2006-03-19;6725000;3335000;-3.5;0.6;-5.8;3.6;9137;4.12; lettosuo;NaN;NaN;NaN
2006-03-20;6725000;3335000;-7.4;-2.9;-11.7;0.0;12614;2.2; lettosuo;NaN;NaN;NaN
2006-03-21;6725000;3335000;-9.0;-3.6;-15.3;0.0;12204;2.08; lettosuo;NaN;NaN;NaN
2006-03-22;6725000;3335000;-8.7;-0.8;-17.2;0.0;13208;2.2; lettosuo;NaN;NaN;NaN
2006-03-23;6725000;3335000;-9.2;-1.5;-17.9;0.0;13630;1.93; lettosuo;NaN;NaN;NaN
2006-03-24;6725000;3335000;-7.9;0.0;-16.2;1.0;5335;2.89; lettosuo;NaN;NaN;NaN
2006-03-25;6725000;3335000;-6.1;2.2;-16.9;0.0;13241;3.01; lettosuo;NaN;NaN;NaN
2006-03-26;6725000;3335000;-4.3;2.0;-9.5;0.0;13932;3.06; lettosuo;NaN;NaN;NaN
2006-03-27;6725000;3335000;-4.2;1.9;-12.7;0.7;11264;3.02; lettosuo;NaN;NaN;NaN
2006-03-28;6725000;3335000;-1.0;-0.7;-1.5;5.1;2927;5.06; lettosuo;NaN;NaN;NaN
2006-03-29;6725000;3335000;-0.1;1.0;-0.9;4.4;2430;5.92; lettosuo;NaN;NaN;NaN
2006-03-30;6725000;3335000;1.3;2.5;0.6;0.9;2981;6.51; lettosuo;NaN;NaN;NaN
2006-03-31;6725000;3335000;0.4;3.3;-1.2;8.1;4450;5.72; lettosuo;NaN;NaN;NaN
2006-04-01;6725000;3335000;0.5;2.2;-1.5;0.5;2905;6.03; lettosuo;NaN;NaN;NaN
2006-04-02;6725000;3335000;-2.2;-1.1;-2.9;3.6;5152;4.58; lettosuo;NaN;NaN;NaN
2006-04-03;6725000;3335000;0.5;1.6;-2.0;7.4;3110;6.23; lettosuo;NaN;NaN;NaN
2006-04-04;6725000;3335000;0.5;1.9;0.0;2.1;3618;6.18; lettosuo;NaN;NaN;NaN
2006-04-05;6725000;3335000;0.3;1.4;0.1;1.1;3942;6.07; lettosuo;NaN;NaN;NaN
2006-04-06;6725000;3335000;-0.1;2.3;-1.4;1.3;7463;5.41; lettosuo;NaN;NaN;NaN
2006-04-07;6725000;3335000;-0.1;1.3;-2.8;1.2;3996;5.87; lettosuo;NaN;NaN;NaN
2006-04-08;6725000;3335000;0.6;1.6;0.1;0.0;4396;6.21; lettosuo;NaN;NaN;NaN
2006-04-09;6725000;3335000;2.6;6.7;-0.1;8.2;8597;6.33; lettosuo;NaN;NaN;NaN
2006-04-10;6725000;3335000;0.5;2.4;-0.4;1.7;4730;6.07; lettosuo;NaN;NaN;NaN
2006-04-11;6725000;3335000;0.7;2.5;-0.7;1.1;4482;5.98; lettosuo;NaN;NaN;NaN
2006-04-12;6725000;3335000;2.3;7.2;-0.5;0.0;14656;5.35; lettosuo;NaN;NaN;NaN
2006-04-13;6725000;3335000;1.8;5.8;-2.0;0.0;14612;5.11; lettosuo;NaN;NaN;NaN
2006-04-14;6725000;3335000;3.6;6.9;1.9;0.0;10390;5.42; lettosuo;NaN;NaN;NaN
2006-04-15;6725000;3335000;3.0;8.2;-0.1;0.0;13522;5.45; lettosuo;NaN;NaN;NaN
2006-04-16;6725000;3335000;2.5;8.5;-1.1;0.0;15142;5.95; lettosuo;NaN;NaN;NaN
2006-04-17;6725000;3335000;3.2;7.7;1.1;2.9;9018;6.67; lettosuo;NaN;NaN;NaN
2006-04-18;6725000;3335000;2.8;6.1;0.0;0.1;9709;6.62; lettosuo;NaN;NaN;NaN
2006-04-19;6725000;3335000;3.6;8.3;1.6;0.0;14148;6.45; lettosuo;NaN;NaN;NaN
2006-04-20;6725000;3335000;2.2;5.9;-2.5;11.4;9428;6.59; lettosuo;NaN;NaN;NaN
2006-04-21;6725000;3335000;4.0;9.2;1.0;0.0;16578;6.05; lettosuo;NaN;NaN;NaN
2006-04-22;6725000;3335000;3.7;9.6;-2.2;0.0;20174;4.45; lettosuo;NaN;NaN;NaN
2006-04-23;6725000;3335000;3.6;10.9;-4.3;0.0;22626;3.96; lettosuo;NaN;NaN;NaN
2006-04-24;6725000;3335000;5.4;14.3;-4.9;0.0;23490;4.05; lettosuo;NaN;NaN;NaN
2006-04-25;6725000;3335000;8.1;14.6;0.6;0.0;20488;4.68; lettosuo;NaN;NaN;NaN
2006-04-26;6725000;3335000;10.0;16.5;3.0;0.0;23274;4.6; lettosuo;NaN;NaN;NaN
2006-04-27;6725000;3335000;9.5;16.7;1.7;0.0;22561;4.88; lettosuo;NaN;NaN;NaN
2006-04-28;6725000;3335000;10.5;17.3;2.6;0.0;21719;5.48; lettosuo;NaN;NaN;NaN
2006-04-29;6725000;3335000;9.6;14.6;6.1;0.0;21708;4.13; lettosuo;NaN;NaN;NaN
2006-04-30;6725000;3335000;7.7;12.3;2.2;0.0;24538;2.93; lettosuo;NaN;NaN;NaN
2006-05-01;6725000;3335000;8.6;13.7;2.1;0.0;25186;3.53; lettosuo;NaN;NaN;NaN
2006-05-02;6725000;3335000;10.6;16.7;4.3;0.0;16891;5.73; lettosuo;NaN;NaN;NaN
2006-05-03;6725000;3335000;11.8;16.1;8.2;0.0;17323;7.82; lettosuo;NaN;NaN;NaN
2006-05-04;6725000;3335000;11.4;19.4;1.5;0.0;23339;7.21; lettosuo;NaN;NaN;NaN
2006-05-05;6725000;3335000;13.5;21.2;5.0;0.0;24127;7.0; lettosuo;NaN;NaN;NaN
2006-05-06;6725000;3335000;14.3;22.4;5.4;0.0;18425;7.18; lettosuo;NaN;NaN;NaN
2006-05-07;6725000;3335000;16.0;23.6;5.3;0.0;23760;7.77; lettosuo;NaN;NaN;NaN
2006-05-08;6725000;3335000;14.9;22.4;5.6;0.0;23998;8.05; lettosuo;NaN;NaN;NaN
2006-05-09;6725000;3335000;15.1;20.9;7.6;0.0;25488;6.94; lettosuo;NaN;NaN;NaN
2006-05-10;6725000;3335000;11.6;17.4;5.3;0.0;25985;6.57; lettosuo;NaN;NaN;NaN
2006-05-11;6725000;3335000;10.6;17.9;1.4;0.0;25866;6.36; lettosuo;NaN;NaN;NaN
2006-05-12;6725000;3335000;11.1;18.0;1.4;0.0;21816;6.39; lettosuo;NaN;NaN;NaN
2006-05-13;6725000;3335000;10.1;17.0;4.5;0.0;16362;7.08; lettosuo;NaN;NaN;NaN
2006-05-14;6725000;3335000;7.3;14.1;1.5;0.0;23900;5.72; lettosuo;NaN;NaN;NaN
2006-05-15;6725000;3335000;4.6;9.1;1.0;1.9;16837;6.05; lettosuo;NaN;NaN;NaN
2006-05-16;6725000;3335000;4.8;9.4;-0.1;0.0;20682;4.57; lettosuo;NaN;NaN;NaN
2006-05-17;6725000;3335000;6.0;12.8;-3.0;0.0;27292;3.81; lettosuo;NaN;NaN;NaN
2006-05-18;6725000;3335000;7.0;12.7;-1.1;0.0;21676;5.56; lettosuo;NaN;NaN;NaN
2006-05-19;6725000;3335000;9.1;12.4;5.0;0.3;13532;8.25; lettosuo;NaN;NaN;NaN
2006-05-20;6725000;3335000;8.1;10.7;6.7;2.9;3607;10.25; lettosuo;NaN;NaN;NaN
2006-05-21;6725000;3335000;10.1;14.8;7.2;0.0;13003;10.89; lettosuo;NaN;NaN;NaN
2006-05-22;6725000;3335000;13.5;20.5;5.9;3.1;17723;9.49; lettosuo;NaN;NaN;NaN
2006-05-23;6725000;3335000;10.6;16.3;9.3;7.8;6772;12.15; lettosuo;NaN;NaN;NaN
2006-05-24;6725000;3335000;8.4;11.5;6.8;0.1;6275;9.4; lettosuo;NaN;NaN;NaN
2006-05-25;6725000;3335000;8.7;13.8;5.4;2.9;19710;8.59; lettosuo;NaN;NaN;NaN
2006-05-26;6725000;3335000;6.8;9.9;5.2;11.1;8824;8.97; lettosuo;NaN;NaN;NaN
2006-05-27;6725000;3335000;7.4;10.3;5.3;2.8;16448;9.08; lettosuo;NaN;NaN;NaN
2006-05-28;6725000;3335000;8.4;12.8;4.6;0.4;12960;8.59; lettosuo;NaN;NaN;NaN
2006-05-29;6725000;3335000;7.3;13.1;3.6;0.2;17734;8.58; lettosuo;NaN;NaN;NaN
2006-05-30;6725000;3335000;8.6;14.4;1.3;0.0;16967;8.35; lettosuo;NaN;NaN;NaN
2006-05-31;6725000;3335000;10.4;16.5;3.8;2.0;20984;8.91; lettosuo;NaN;NaN;NaN
2006-06-01;6725000;3335000;11.7;16.3;6.6;0.0;21546;9.46; lettosuo;NaN;NaN;NaN
2006-06-02;6725000;3335000;12.6;19.3;6.0;0.3;24754;7.46; lettosuo;NaN;NaN;NaN
2006-06-03;6725000;3335000;9.4;14.6;7.8;6.7;5011;11.21; lettosuo;NaN;NaN;NaN
2006-06-04;6725000;3335000;11.6;16.6;8.0;0.0;18608;8.99; lettosuo;NaN;NaN;NaN
2006-06-05;6725000;3335000;11.1;16.0;3.4;0.0;22842;7.8; lettosuo;NaN;NaN;NaN
2006-06-06;6725000;3335000;8.7;13.5;4.7;0.0;11156;7.04; lettosuo;NaN;NaN;NaN
2006-06-07;6725000;3335000;9.5;13.3;5.1;0.0;16751;6.38; lettosuo;NaN;NaN;NaN
2006-06-08;6725000;3335000;11.2;16.6;6.2;0.1;19678;8.9; lettosuo;NaN;NaN;NaN
2006-06-09;6725000;3335000;12.9;16.7;6.3;0.0;18068;9.55; lettosuo;NaN;NaN;NaN
2006-06-10;6725000;3335000;13.9;19.0;8.2;0.0;29387;8.08; lettosuo;NaN;NaN;NaN
2006-06-11;6725000;3335000;15.2;22.6;5.5;0.0;26546;8.43; lettosuo;NaN;NaN;NaN
2006-06-12;6725000;3335000;18.0;25.0;8.6;0.0;28771;10.84; lettosuo;NaN;NaN;NaN
2006-06-13;6725000;3335000;19.4;25.8;10.0;0.0;29225;13.32; lettosuo;NaN;NaN;NaN
2006-06-14;6725000;3335000;18.3;25.4;13.0;2.6;26698;13.47; lettosuo;NaN;NaN;NaN
2006-06-15;6725000;3335000;12.4;17.8;6.8;0.0;28426;9.04; lettosuo;NaN;NaN;NaN
2006-06-16;6725000;3335000;15.1;23.2;5.7;0.0;22723;8.74; lettosuo;NaN;NaN;NaN
2006-06-17;6725000;3335000;19.0;27.0;9.8;0.0;29117;11.27; lettosuo;NaN;NaN;NaN
2006-06-18;6725000;3335000;19.3;25.9;10.6;0.0;23922;10.27; lettosuo;NaN;NaN;NaN
2006-06-19;6725000;3335000;20.6;28.1;11.0;0.0;27799;12.53; lettosuo;NaN;NaN;NaN
2006-06-20;6725000;3335000;20.8;27.4;13.4;0.0;24019;14.85; lettosuo;NaN;NaN;NaN
2006-06-21;6725000;3335000;21.1;25.7;17.2;1.9;27756;15.83; lettosuo;NaN;NaN;NaN
2006-06-22;6725000;3335000;18.1;22.8;16.1;4.1;23544;17.33; lettosuo;NaN;NaN;NaN
2006-06-23;6725000;3335000;16.9;21.0;15.4;0.0;24311;13.58; lettosuo;NaN;NaN;NaN
2006-06-24;6725000;3335000;16.5;22.0;10.4;0.0;26363;11.56; lettosuo;NaN;NaN;NaN
2006-06-25;6725000;3335000;15.8;21.9;7.9;0.0;29905;11.04; lettosuo;NaN;NaN;NaN
2006-06-26;6725000;3335000;16.3;21.7;10.4;8.6;20347;12.32; lettosuo;NaN;NaN;NaN
2006-06-27;6725000;3335000;14.0;19.1;10.6;5.2;5983;15.2; lettosuo;NaN;NaN;NaN
2006-06-28;6725000;3335000;14.8;17.8;14.2;0.1;12604;14.98; lettosuo;NaN;NaN;NaN
2006-06-29;6725000;3335000;16.9;22.7;10.8;0.0;24084;12.52; lettosuo;NaN;NaN;NaN
2006-06-30;6725000;3335000;18.1;24.1;10.7;0.0;25186;11.06; lettosuo;NaN;NaN;NaN
