date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;6885000;3365000;-1.4;0.6;-2.8;3.5;194;5.18; jaakkoinsuo;NaN;NaN;NaN
2006-01-02;6885000;3365000;-0.9;0.1;-2.4;2.6;173;5.46; jaakkoinsuo;NaN;NaN;NaN
2006-01-03;6885000;3365000;-2.1;-0.9;-2.8;0.0;130;4.94; jaakkoinsuo;NaN;NaN;NaN
2006-01-04;6885000;3365000;-3.1;-1.9;-3.7;0.0;151;4.63; jaakkoinsuo;NaN;NaN;NaN
2006-01-05;6885000;3365000;-4.3;-2.2;-7.8;0.0;292;4.26; jaakkoinsuo;NaN;NaN;NaN
2006-01-06;6885000;3365000;-2.5;-1.3;-3.3;0.0;205;4.87; jaakkoinsuo;NaN;NaN;NaN
2006-01-07;6885000;3365000;-3.9;-2.2;-4.9;0.0;551;4.38; jaakkoinsuo;NaN;NaN;NaN
2006-01-08;6885000;3365000;-7.1;-3.9;-10.1;0.0;940;3.49; jaakkoinsuo;NaN;NaN;NaN
2006-01-09;6885000;3365000;-3.2;-2.4;-7.2;0.0;194;4.56; jaakkoinsuo;NaN;NaN;NaN
2006-01-10;6885000;3365000;-3.1;0.6;-7.2;0.5;767;4.5; jaakkoinsuo;NaN;NaN;NaN
2006-01-11;6885000;3365000;0.9;1.9;-0.5;2.5;151;6.32; jaakkoinsuo;NaN;NaN;NaN
2006-01-12;6885000;3365000;1.3;2.4;0.6;0.0;961;5.76; jaakkoinsuo;NaN;NaN;NaN
2006-01-13;6885000;3365000;-1.4;1.2;-5.0;0.0;281;5.33; jaakkoinsuo;NaN;NaN;NaN
2006-01-14;6885000;3365000;-1.6;0.1;-3.8;0.0;734;5.03; jaakkoinsuo;NaN;NaN;NaN
2006-01-15;6885000;3365000;-1.8;0.1;-3.2;0.0;410;5.12; jaakkoinsuo;NaN;NaN;NaN
2006-01-16;6885000;3365000;-3.0;-2.1;-3.6;0.1;324;4.81; jaakkoinsuo;NaN;NaN;NaN
2006-01-17;6885000;3365000;-8.1;-1.9;-13.2;0.0;367;2.8; jaakkoinsuo;NaN;NaN;NaN
