date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;6785000;3405000;-1.3;0.4;-2.6;1.4;248;5.22; ranskalankorpi;NaN;NaN;NaN
2006-01-02;6785000;3405000;-1.0;0.0;-2.9;3.2;216;5.53; ranskalankorpi;NaN;NaN;NaN
2006-01-03;6785000;3405000;-2.6;-1.7;-2.8;2.4;335;4.91; ranskalankorpi;NaN;NaN;NaN
2006-01-04;6785000;3405000;-2.9;-2.0;-3.3;0.1;248;4.78; ranskalankorpi;NaN;NaN;NaN
2006-01-05;6785000;3405000;-2.9;-1.9;-3.9;0.0;356;4.74; ranskalankorpi;NaN;NaN;NaN
2006-01-06;6785000;3405000;-1.6;-1.0;-2.2;0.0;432;5.23; ranskalankorpi;NaN;NaN;NaN
2006-01-07;6785000;3405000;-5.4;-2.3;-6.7;0.0;896;3.99; ranskalankorpi;NaN;NaN;NaN
2006-01-08;6785000;3405000;-9.7;-5.1;-11.7;0.0;1102;2.94; ranskalankorpi;NaN;NaN;NaN
2006-01-09;6785000;3405000;-4.0;-2.6;-11.6;0.0;410;4.49; ranskalankorpi;NaN;NaN;NaN
2006-01-10;6785000;3405000;-2.6;0.0;-7.8;2.3;626;4.9; ranskalankorpi;NaN;NaN;NaN
2006-01-11;6785000;3405000;1.3;2.0;0.2;1.8;108;6.65; ranskalankorpi;NaN;NaN;NaN
2006-01-12;6785000;3405000;1.2;2.3;0.2;0.2;864;6.14; ranskalankorpi;NaN;NaN;NaN
2006-01-13;6785000;3405000;-1.2;0.9;-4.9;0.0;173;5.51; ranskalankorpi;NaN;NaN;NaN
2006-01-14;6785000;3405000;-0.8;1.0;-1.9;0.0;724;5.44; ranskalankorpi;NaN;NaN;NaN
2006-01-15;6785000;3405000;-0.6;0.7;-1.2;0.0;464;5.36; ranskalankorpi;NaN;NaN;NaN
2006-01-16;6785000;3405000;-2.1;-0.7;-2.4;0.1;313;4.96; ranskalankorpi;NaN;NaN;NaN
2006-01-17;6785000;3405000;-9.0;-2.2;-13.9;0.2;670;2.81; ranskalankorpi;NaN;NaN;NaN
2006-01-18;6785000;3405000;-18.5;-13.9;-19.2;0.0;1177;0.96; ranskalankorpi;NaN;NaN;NaN
2006-01-19;6785000;3405000;-22.7;-18.9;-24.4;0.0;1944;0.77; ranskalankorpi;NaN;NaN;NaN
2006-01-20;6785000;3405000;-24.0;-20.0;-26.9;0.0;2149;0.72; ranskalankorpi;NaN;NaN;NaN
2006-01-21;6785000;3405000;-23.5;-21.4;-24.5;0.0;2776;0.74; ranskalankorpi;NaN;NaN;NaN
2006-01-22;6785000;3405000;-24.8;-20.8;-27.1;0.1;2484;0.64; ranskalankorpi;NaN;NaN;NaN
2006-01-23;6785000;3405000;-11.5;-4.4;-26.1;0.5;475;2.66; ranskalankorpi;NaN;NaN;NaN
2006-01-24;6785000;3405000;-3.0;-2.5;-4.1;4.3;421;4.72; ranskalankorpi;NaN;NaN;NaN
2006-01-25;6785000;3405000;-1.2;0.3;-2.6;1.2;691;5.38; ranskalankorpi;NaN;NaN;NaN
2006-01-26;6785000;3405000;-5.3;-1.2;-9.5;0.2;1436;3.98; ranskalankorpi;NaN;NaN;NaN
2006-01-27;6785000;3405000;-1.0;0.6;-2.9;0.0;1620;5.26; ranskalankorpi;NaN;NaN;NaN
2006-01-28;6785000;3405000;-5.2;-1.8;-9.1;0.0;1793;3.96; ranskalankorpi;NaN;NaN;NaN
2006-01-29;6785000;3405000;-0.8;0.4;-4.3;0.4;2041;5.34; ranskalankorpi;NaN;NaN;NaN
2006-01-30;6785000;3405000;-0.7;2.2;-3.1;0.1;2300;5.12; ranskalankorpi;NaN;NaN;NaN
2006-01-31;6785000;3405000;-8.4;-3.2;-13.5;0.8;1944;3.0; ranskalankorpi;NaN;NaN;NaN
2006-02-01;6785000;3405000;-5.1;-3.4;-6.6;6.9;799;3.94; ranskalankorpi;NaN;NaN;NaN
2006-02-02;6785000;3405000;-10.4;-4.5;-11.0;5.8;1134;2.47; ranskalankorpi;NaN;NaN;NaN
2006-02-03;6785000;3405000;-17.4;-11.0;-21.6;0.1;1955;1.31; ranskalankorpi;NaN;NaN;NaN
2006-02-04;6785000;3405000;-22.4;-19.1;-24.7;0.0;2970;0.87; ranskalankorpi;NaN;NaN;NaN
2006-02-05;6785000;3405000;-24.2;-17.9;-28.8;0.0;3467;0.79; ranskalankorpi;NaN;NaN;NaN
2006-02-06;6785000;3405000;-23.9;-17.4;-28.4;0.1;2603;0.73; ranskalankorpi;NaN;NaN;NaN
2006-02-07;6785000;3405000;-18.5;-15.6;-25.8;0.0;3024;1.18; ranskalankorpi;NaN;NaN;NaN
2006-02-08;6785000;3405000;-14.9;-12.2;-19.0;0.2;2840;1.65; ranskalankorpi;NaN;NaN;NaN
2006-02-09;6785000;3405000;-13.6;-12.6;-15.7;0.2;1037;1.88; ranskalankorpi;NaN;NaN;NaN
2006-02-10;6785000;3405000;-9.8;-7.6;-12.7;0.2;896;2.69; ranskalankorpi;NaN;NaN;NaN
2006-02-11;6785000;3405000;-9.1;-6.7;-13.4;0.1;1804;2.82; ranskalankorpi;NaN;NaN;NaN
2006-02-12;6785000;3405000;-6.8;-4.0;-14.9;0.6;1328;3.53; ranskalankorpi;NaN;NaN;NaN
2006-02-13;6785000;3405000;-4.4;-3.7;-5.1;0.5;799;4.24; ranskalankorpi;NaN;NaN;NaN
2006-02-14;6785000;3405000;-4.3;-2.6;-5.3;0.1;1663;4.1; ranskalankorpi;NaN;NaN;NaN
2006-02-15;6785000;3405000;-8.1;-6.2;-7.9;0.1;1631;3.09; ranskalankorpi;NaN;NaN;NaN
2006-02-16;6785000;3405000;-8.9;-6.6;-12.8;0.2;2300;2.86; ranskalankorpi;NaN;NaN;NaN
2006-02-17;6785000;3405000;-13.1;-10.4;-15.3;0.1;5800;1.95; ranskalankorpi;NaN;NaN;NaN
2006-02-18;6785000;3405000;-11.4;-8.0;-16.3;0.4;2106;2.38; ranskalankorpi;NaN;NaN;NaN
2006-02-19;6785000;3405000;-3.9;-2.1;-7.5;0.7;1631;4.34; ranskalankorpi;NaN;NaN;NaN
2006-02-20;6785000;3405000;-3.6;-1.3;-5.5;0.1;2182;4.34; ranskalankorpi;NaN;NaN;NaN
2006-02-21;6785000;3405000;-8.0;-2.5;-12.7;0.0;3672;3.11; ranskalankorpi;NaN;NaN;NaN
2006-02-22;6785000;3405000;-5.5;-1.0;-10.8;0.3;2495;3.76; ranskalankorpi;NaN;NaN;NaN
2006-02-23;6785000;3405000;-6.6;-3.6;-11.0;0.0;4050;3.36; ranskalankorpi;NaN;NaN;NaN
2006-02-24;6785000;3405000;-3.1;-2.1;-4.0;0.0;2722;4.67; ranskalankorpi;NaN;NaN;NaN
2006-02-25;6785000;3405000;-3.0;-0.1;-5.7;0.0;6059;4.37; ranskalankorpi;NaN;NaN;NaN
2006-02-26;6785000;3405000;-12.9;-4.0;-18.3;0.0;6718;1.93; ranskalankorpi;NaN;NaN;NaN
2006-02-27;6785000;3405000;-16.7;-6.8;-22.2;0.0;5443;1.45; ranskalankorpi;NaN;NaN;NaN
2006-02-28;6785000;3405000;-15.5;-6.5;-25.1;0.7;3391;1.72; ranskalankorpi;NaN;NaN;NaN
2006-03-01;6785000;3405000;-9.2;-5.6;-12.2;0.0;5681;2.52; ranskalankorpi;NaN;NaN;NaN
2006-03-02;6785000;3405000;-10.3;-7.0;-14.6;0.0;5119;2.09; ranskalankorpi;NaN;NaN;NaN
2006-03-03;6785000;3405000;-11.2;-8.6;-12.6;0.4;5594;2.03; ranskalankorpi;NaN;NaN;NaN
2006-03-04;6785000;3405000;-11.3;-7.6;-17.3;2.7;5162;2.28; ranskalankorpi;NaN;NaN;NaN
2006-03-05;6785000;3405000;-7.4;-4.7;-9.7;0.3;3899;3.07; ranskalankorpi;NaN;NaN;NaN
2006-03-06;6785000;3405000;-10.0;-5.8;-16.0;0.6;5260;2.46; ranskalankorpi;NaN;NaN;NaN
2006-03-07;6785000;3405000;-11.5;-7.1;-14.4;0.2;7657;2.13; ranskalankorpi;NaN;NaN;NaN
2006-03-08;6785000;3405000;-13.7;-7.9;-16.6;0.0;6955;1.77; ranskalankorpi;NaN;NaN;NaN
2006-03-09;6785000;3405000;-16.2;-8.4;-23.0;0.0;9612;1.37; ranskalankorpi;NaN;NaN;NaN
2006-03-10;6785000;3405000;-16.3;-8.7;-23.2;0.0;9493;1.41; ranskalankorpi;NaN;NaN;NaN
2006-03-11;6785000;3405000;-14.0;-5.0;-24.6;0.1;9990;1.79; ranskalankorpi;NaN;NaN;NaN
2006-03-12;6785000;3405000;-10.9;-4.4;-16.9;0.0;11740;2.16; ranskalankorpi;NaN;NaN;NaN
2006-03-13;6785000;3405000;-8.2;-0.3;-16.1;0.0;11632;2.56; ranskalankorpi;NaN;NaN;NaN
2006-03-14;6785000;3405000;-7.0;0.1;-15.7;0.0;8780;2.78; ranskalankorpi;NaN;NaN;NaN
2006-03-15;6785000;3405000;-6.3;-2.6;-13.0;1.1;5087;3.27; ranskalankorpi;NaN;NaN;NaN
2006-03-16;6785000;3405000;-5.9;-2.5;-7.7;0.4;5908;3.47; ranskalankorpi;NaN;NaN;NaN
2006-03-17;6785000;3405000;-5.8;3.5;-14.5;0.1;8467;3.22; ranskalankorpi;NaN;NaN;NaN
2006-03-18;6785000;3405000;-3.1;0.2;-9.1;5.5;5000;4.84; ranskalankorpi;NaN;NaN;NaN
2006-03-19;6785000;3405000;-4.3;0.0;-6.7;3.3;6707;4.07; ranskalankorpi;NaN;NaN;NaN
2006-03-20;6785000;3405000;-8.1;-3.5;-11.6;0.1;12496;2.54; ranskalankorpi;NaN;NaN;NaN
2006-03-21;6785000;3405000;-9.6;-4.8;-14.8;0.0;12290;2.32; ranskalankorpi;NaN;NaN;NaN
2006-03-22;6785000;3405000;-10.0;-2.6;-16.9;0.0;10973;2.07; ranskalankorpi;NaN;NaN;NaN
2006-03-23;6785000;3405000;-12.2;-2.2;-21.9;0.1;13684;1.7; ranskalankorpi;NaN;NaN;NaN
