pvm;1_Lompolojanganoja
2013-10-26;0.12760623585534445
2013-10-27;0.13402037271714032
2013-10-28;0.1631883477625142
2013-10-29;0.33047557618847206
2013-10-30;0.682542046144013
2013-10-31;0.6661677887595692
2013-11-01;0.527750821608359
2013-11-02;0.40828652574790936
2013-11-03;0.34529481075312696
2013-11-04;0.3222352843229241
2013-11-05;0.31998249485322994
2013-11-06;0.30665847453837175
2013-11-07;0.2859181915445206
2013-11-08;0.2733650372428913
2013-11-09;0.2603400597779928
2013-11-10;0.24991343240940814
2013-11-11;0.23765932095773826
2013-11-12;0.2221689013298411
2013-11-13;0.21735763414382753
2013-11-14;0.20526965760880178
2013-11-15;0.1949759381735324
2013-11-16;0.18830395992110485
2013-11-17;0.18151236452869343
2013-11-18;0.17427552755967585
2013-11-19;0.1672380524906311
2013-11-20;0.16131368136310206
2013-11-21;0.1547174606326642
2013-11-22;0.148819671091798
2013-11-23;0.14722477589201458
2013-11-24;0.14662669019209584
2013-11-25;0.14508495816563832
2013-11-26;0.14722477589201458
2013-11-27;0.14722477589201458
2013-11-28;0.14722477589201458
2013-11-29;0.14722477589201458
2013-11-30;0.14945762917171151
2013-12-01;0.15105252437149497
2013-12-02;0.15105252437149497
2013-12-03;0.15105252437149497
2013-12-04;0.15105252437149497
2013-12-05;0.15391137401710692
2013-12-06;0.15486432389897758
2013-12-07;0.15486432389897758
2013-12-08;0.15486432389897758
2013-12-09;0.15486432389897758
2013-12-10;0.15518994833560007
2013-12-11;0.16392532225274747
2013-12-12;0.1797380436189343
2013-12-13;0.18009689503888557
2013-12-14;0.16977659401695308
2013-12-15;0.16233042705296394
2013-12-16;0.16539063221754854
2013-12-17;0.16839435151047424
2013-12-18;0.16737096042394636
2013-12-19;0.15849271047848504
2013-12-20;0.15716363114533208
2013-12-21;0.16618807981744027
2013-12-22;0.16666654837737532
2013-12-23;0.16666654837737532
2013-12-24;0.16666654837737532
2013-12-25;0.16873991213709394
2013-12-26;0.17869471634240927
2013-12-27;0.18592490791476107
2013-12-28;0.1855660564948098
2013-12-29;0.19183266555062586
2013-12-30;0.19665057813330525
2013-12-31;0.19441772485360817
2014-01-01;0.19218487157391123
2014-01-02;0.1890216627610074
2014-01-03;0.18771916501451755
2014-01-04;0.18395122510502898
2014-01-05;0.18341294797510208
2014-01-06;0.18151236452869343
2014-01-07;0.17926622045566507
2014-01-08;0.17657483480603037
2014-01-09;0.17496000341624957
2014-01-10;0.1739233215363903
2014-01-11;0.1708132758968125
2014-01-12;0.1689126924504037
2014-01-13;0.16666654837737532
2014-01-14;0.16427420557770014
2014-01-15;0.163795737017765
2014-01-16;0.16666654837737532
2014-01-17;0.16718488931730496
2014-01-18;0.16259624291959465
2014-01-19;0.15089104123251684
2014-01-20;0.14447358167238808
2014-01-21;0.14184599183074476
2014-01-22;0.14571494176955288
2014-01-23;0.14754375493197128
2014-01-24;0.14929813965173305
2014-01-25;0.14837442951519184
2014-01-26;0.1423124986766814
2014-01-27;0.13982446216501906
2014-01-28;0.13982446216501906
2014-01-29;0.14044381313426837
2014-01-30;0.13982446216501906
2014-01-31;0.13877781219016116
2014-02-01;0.13922637646510028
2014-02-02;0.1341566033487886
2014-02-03;0.12947492139775743
2014-02-04;0.1267562896217932
2014-02-05;0.12661407813314585
2014-02-06;0.12789065883263917
2014-02-07;0.12917056223046544
2014-02-08;0.12675296692346033
2014-02-09;0.12589903345190956
2014-02-10;0.1280481547336178
2014-02-11;0.12561461047461484
2014-02-12;0.12575748650292876
2014-02-13;0.12717960138940235
2014-02-14;0.12975269897838643
2014-02-15;0.13106582935954147
2014-02-16;0.1306259041002679
2014-02-17;0.1326633827179913
2014-02-18;0.13251784853101106
2014-02-19;0.13355652402987003
2014-02-20;0.13474737911237497
2014-02-21;0.13519594338731417
2014-02-22;0.13385423780049632
2014-02-23;0.13415926150745489
2014-02-24;0.1326866416063215
2014-02-25;0.13640540558048328
2014-02-26;0.14788931555859108
2014-02-27;0.15343888631417107
2014-02-28;0.15248194919430094
2014-03-01;0.15089303485151662
2014-03-02;0.1508930348515166
2014-03-03;0.14929813965173305
2014-03-04;0.14676624352207684
2014-03-05;0.14447092351372173
2014-03-06;0.14508230000697206
2014-03-07;0.14324019605122215
2014-03-08;0.14617480321882378
2014-03-09;0.14725135747867757
2014-03-10;0.1443101049144102
2014-03-11;0.14013546672897692
2014-03-12;0.1401354667289769
2014-03-13;0.14184067551341212
2014-03-14;0.14400574574711825
2014-03-15;0.144473581672388
2014-03-16;0.14929614603273347
2014-03-17;0.1512199883674721
2014-03-18;0.1415296709494543
2014-03-19;0.13196628060775253
2014-03-20;0.1250397836630261
2014-03-21;0.12490023033304512
2014-03-22;0.1256146104746148
2014-03-23;0.12418585019147535
2014-03-24;0.12178486837613466
2014-03-25;0.11819502509728859
2014-03-26;0.1133013549926196
2014-03-27;0.11248795844073002
2014-03-28;0.1116944980788377
2014-03-29;0.11209122825978386
2014-03-30;0.11411475154450915
2014-03-31;0.11276241332302607
2014-04-01;0.10687525641682527
2014-04-02;0.10430215882784126
2014-04-03;0.10263948058206693
2014-04-04;0.10027305482938816
2014-04-05;0.09684203653085387
2014-04-06;0.09344490975531504
2014-04-07;0.09153834545190727
2014-04-08;0.08694371819719755
2014-04-09;0.08190584298488146
2014-04-10;0.08071432336270985
2014-04-11;0.08071432336270985
2014-04-12;0.08049768343140594
2014-04-13;0.0806060033970579
2014-04-14;0.0809309632940138
2014-04-15;0.08489029062747629
2014-04-16;0.08843029343132915
2014-04-17;0.0869463763558639
2014-04-18;0.09369278305094805
2014-04-19;0.11316844705930429
2014-04-20;0.13978924156269062
2014-04-21;0.1673111518539545
2014-04-22;0.1972220822465609
2014-04-23;0.2150450361041415
2014-04-24;0.21749718747380858
2014-04-25;0.21615481734732417
2014-04-26;0.23407745215489117
2014-04-27;0.3102469887378847
2014-04-28;0.5002654609987568
2014-04-29;0.6229793558287655
2014-04-30;0.5600474494039751
2014-05-01;0.5717433475357205
2014-05-02;0.5030963999783726
2014-05-03;0.41685908744674566
2014-05-04;0.3661081931103018
2014-05-05;0.3332001888214355
2014-05-06;0.3130380553375057
2014-05-07;0.2965242446230808
2014-05-08;0.28709442675436087
2014-05-09;0.28277491892161394
2014-05-10;0.3142873899106695
2014-05-11;0.34702925928289163
2014-05-12;0.4191052315197741
2014-05-13;0.5364961636205052
2014-05-14;0.7093960940703679
2014-05-15;0.7190850824090521
2014-05-16;0.7222350004286248
2014-05-17;1.3249060240468136
2014-05-18;3.0635943168841244
2014-05-19;4.91028359633344
2014-05-20;5.5302991052492745
2014-05-21;6.2785707698143645
2014-05-22;6.126789909968303
2014-05-23;6.073560282675528
2014-05-24;8.93586553455364
2014-05-25;5.624530829969816
2014-05-26;3.845491688577982
2014-05-27;3.004118016725532
2014-05-28;2.6049954929797106
2014-05-29;2.3131961253859887
2014-05-30;2.075822556484878
2014-05-31;1.9668380511663397
2014-06-01;2.9471005133332713
2014-06-02;2.1489883737749462
2014-06-03;1.714113615967313
2014-06-04;1.4761286705729522
2014-06-05;1.3044780746962534
2014-06-06;1.960637896077181
2014-06-07;6.520130938614906
2014-06-08;5.842699202506867
2014-06-09;9.119477844428717
2014-06-10;4.771527713952277
2014-06-11;3.7254093708276166
2014-06-12;3.7585699001897828
2014-06-13;4.627056790438556
2014-06-14;2.6761012373033926
2014-06-15;2.1149639428462317
2014-06-16;1.8592490791476113
2014-06-17;1.6660009441071773
2014-06-18;1.6389475342808495
2014-06-19;1.6136219275876211
2014-06-20;1.4628777496214171
2014-06-21;1.4149976666445838
2014-06-22;1.265622440391528
2014-06-23;1.1016871500437813
2014-06-24;0.9911476219054537
2014-06-25;0.8814188321603494
2014-06-26;0.8124595509597106
2014-06-27;0.7870475541098267
2014-06-28;0.7403104793595043
2014-06-29;0.7002254466716125
2014-06-30;0.6457265486156776
2014-07-01;0.625052719588484
2014-07-02;0.6391343151232391
2014-07-03;1.0180415422118032
2014-07-04;1.863993892366967
2014-07-05;1.241718948584773
2014-07-06;0.8739892786880246
2014-07-07;0.6728131854253339
2014-07-08;0.5770131470916717
2014-07-09;0.5259632099052681
2014-07-10;0.4687064722330406
2014-07-11;0.43817087455385245
2014-07-12;0.438835414220429
2014-07-13;0.4111174647275251
2014-07-14;0.3810736264016035
2014-07-15;0.36244657954746545
2014-07-16;0.48363203314434816
2014-07-17;0.6603862936603544
2014-07-18;0.5342766011341399
2014-07-19;0.5678491450895825
2014-07-20;0.6792326386044624
2014-07-21;0.5228332280756933
2014-07-22;0.5052827354814088
2014-07-23;0.4287875744617931
2014-07-24;0.3709659780729757
2014-07-25;0.33341948691140577
2014-07-26;0.38599121993426927
2014-07-27;0.3499864607991568
2014-07-28;0.3346090129145776
2014-07-29;0.6174703219928466
2014-07-30;0.513748970833593
2014-07-31;1.2326546275326695
2014-08-01;1.8287267722617542
2014-08-02;0.81015359831669
2014-08-03;0.5276179136750435
2014-08-04;0.47172348231929795
2014-08-05;0.4199359061029945
2014-08-06;0.39692289744945203
2014-08-07;0.35584105526169546
2014-08-08;0.32653485596567355
2014-08-09;0.3110377909411105
2014-08-10;0.31723794603026906
2014-08-11;0.3310537256983935
2014-08-12;0.5326484789510274
2014-08-13;1.062080585915825
2014-08-14;0.5917925092763321
2014-08-15;0.5061931548246187
2014-08-16;0.4671580948099176
2014-08-17;0.41933117500641
2014-08-18;0.37361084594594995
2014-08-19;0.7067645169907251
2014-08-20;1.6264010253758867
2014-08-21;1.130096220789925
2014-08-22;0.6781693751379402
2014-08-23;0.5280365736649867
2014-08-24;0.4531296624484886
2014-08-25;0.5564855167911249
2014-08-26;0.724886513698265
2014-08-27;0.625551124338416
2014-08-28;0.6879248174432823
2014-08-29;0.5690519618860858
2014-08-30;0.4857917870607218
2014-08-31;0.44885667239240196
2014-09-01;0.41510470272698385
2014-09-02;0.3987171545492083
2014-09-03;0.3857054678776414
2014-09-04;0.37359090975595266
2014-09-05;0.35814036250805
2014-09-06;0.34653749992962507
2014-09-07;0.3411015654570295
2014-09-08;0.3366425042943015
2014-09-09;0.3376991223641581
2014-09-10;0.3267607994523096
2014-09-11;0.31997584945656393
2014-09-12;0.3041930323753731
2014-09-13;0.29107501935715385
2014-09-14;0.2815654567284448
2014-09-15;0.2674905065903554
2014-09-16;0.25728317731174105
2014-09-17;0.2619548911677735
2014-09-18;0.26300486384096433
2014-09-19;0.26862022402353536
2014-09-20;0.2920784742536843
2014-09-21;0.5530631375082563
2014-09-22;0.4322963439013169
2014-09-23;0.33033602285849095
2014-09-24;0.3963646841295277
2014-09-25;0.9019996256342221
2014-09-26;1.1095353635060496
2014-09-27;1.4553418698024403
2014-09-28;0.8915065442989799
2014-09-29;0.66095779777361
2014-09-30;0.5025913498317744
2014-10-01;0.40761534068466704
2014-10-02;0.4009965256055656
2014-10-03;0.3719229151928457
2014-10-04;0.3820372089181394
2014-10-05;0.4194840191297227
2014-10-06;0.4081602632112598
2014-10-07;0.3855061059776685
2014-10-08;0.3675701803767699
2014-10-09;0.34977380810585235
2014-10-10;0.3086122211581065
2014-10-11;0.311310252204407
2014-10-12;0.3108783014211324
2014-10-13;0.2838847001647965
2014-10-14;0.26686583930377367
2014-10-15;0.22517926601943236
2014-10-16;0.2327284366317409
2014-10-17;0.24576005949330534
2014-10-18;0.22911334084556495
2014-10-19;0.19994669487952435
2014-10-20;0.21832121666036342
2014-10-21;0.20776168135846346
2014-10-22;0.1647407124236369
2014-10-23;0.16016801497792427
2014-10-24;0.15951144978734666
2014-10-25;0.2094429667149019
2014-10-26;0.34058322451709994
2014-10-27;0.7520063774912501
2014-10-28;0.5735774770154712
2014-10-29;0.4024119950953736
2014-10-30;0.28807794546089405
2014-10-31;0.1852417611375205
2014-11-01;0.13342826787422082
2014-11-02;0.1387199972391691
2014-11-03;0.20101992644104527
2014-11-04;0.2420785097404717
2014-11-05;0.18984569194756218
2014-11-06;0.13896188967780299
2014-11-07;0.13388281300615903
2014-11-08;0.14249458254532338
2014-11-09;0.15791323188923034
2014-11-10;0.18141932897537272
2014-11-11;0.19199880046726994
2014-11-12;0.17131899058307712
2014-11-13;0.15250720170163087
2014-11-14;0.15204999841102626
2014-11-15;0.15985169409663383
2014-11-16;0.17156752841837677
2014-11-17;0.18401767907168665
2014-11-18;0.19497593817353248
2014-11-19;0.20187385991259607
2014-11-20;0.1957268679967639
2014-11-21;0.18122661247206553
2014-11-22;0.16050759474754486
2014-11-23;0.16014409154992745
2014-11-24;0.17034477543187604
2014-11-25;0.17940577378564607
2014-11-26;0.1880314986578084
2014-11-27;0.18600465267475028
2014-11-28;0.17800359508916977
2014-11-29;0.170514233046853
2014-11-30;0.16816508532550528
2014-12-01;0.16610168966078537
2014-12-02;0.17087308446680435
2014-12-03;0.17907350395235788
2014-12-04;0.18402432446835243
2014-12-05;0.19016467098751888
2014-12-06;0.193859511533684
2014-12-07;0.19387280232701556
2014-12-08;0.18999853607087475
2014-12-09;0.1881710519877895
2014-12-10;0.18650970282134838
2014-12-11;0.18633027711137276
2014-12-12;0.18742676756122387
2014-12-13;0.18926089704097493
2014-12-14;0.1901713163841847
2014-12-15;0.18984569194756218
2014-12-16;0.1903573874908261
2014-12-17;0.1881511157977922
2014-12-18;0.18905488974433624
2014-12-19;0.19016467098751894
2014-12-20;0.1879650446911508
2014-12-21;0.18492145301823068
2014-12-22;0.1799307601222415
2014-12-23;0.1724015256999302
2014-12-24;0.16528098317256346
2014-12-25;0.15816841512119567
2014-12-26;0.1560445463468174
2014-12-27;0.14759226632763134
2014-12-28;0.13957393071071983
2014-12-29;0.1324028831686933
2014-12-30;0.1336269652345271
2014-12-31;0.131209369927522
2015-01-01;0.11108046342692106
2015-01-02;0.1144098071564691
2015-01-03;0.11973542804441281
2015-01-04;0.1226700352120145
2015-01-05;0.12195964230844426
2015-01-06;0.121674554791483
2015-01-07;0.12377516467753115
2015-01-08;0.12535012368731738
2015-01-09;0.12775509274065758
2015-01-10;0.12819036622226518
2015-01-11;0.12691046282443888
2015-01-12;0.12361301699888641
2015-01-13;0.12347014097057252
2015-01-14;0.12676293501845895
2015-01-15;0.12675230238379365
2015-01-16;0.12761088763301048
2015-01-17;0.12818970168259858
2015-01-18;0.12891471445883348
2015-01-19;0.12902835074181807
2015-01-20;0.12504377090102564
2015-01-21;0.12098210445891026
2015-01-22;0.11957793214343423
2015-01-23;0.11946097316211678
2015-01-24;0.1178056048526748
2015-01-25;0.11807939519530433
2015-01-26;0.1192935091661395
2015-01-27;0.11902171244250967
2015-01-28;0.11942841071845449
2015-01-29;0.11765276072936222
2015-01-30;0.11710052826643721
2015-01-31;0.11820831589062013
2015-02-01;0.1187512447982131
2015-02-02;0.11860504607156626
2015-02-03;0.11778566866267753
2015-02-04;0.1172327716600859
2015-02-05;0.11847280267791757
2015-02-06;0.11427091836615463
2015-02-07;0.1117516484901633
2015-02-08;0.10612565567292702
2015-02-09;0.10165994911353322
2015-02-10;0.10241287255576438
2015-02-11;0.1025524258857454
2015-02-12;0.10204604665981415
2015-02-13;0.10230122989177952
2015-02-14;0.10193639761482903
2015-02-15;0.10331265926430885
2015-02-16;0.10341566291262823
2015-02-17;0.10381239309357436
2015-02-18;0.10406491816687342
2015-02-19;0.10536276413569724
2015-02-20;0.1059767987876139
2015-02-21;0.1053527960406986
2015-02-22;0.10457129739280471
2015-02-23;0.10419915517952187
2015-02-24;0.10675165203884203
2015-02-25;0.10870406957924367
2015-02-26;0.10793386810568155
2015-02-27;0.10818373502031428
2015-02-28;0.10663137035919167
2015-03-01;0.10600271583461035
2015-03-02;0.10303953346134598
2015-03-03;0.10638748430155813
2015-03-04;0.10663735121619086
2015-03-05;0.10792921632801551
2015-03-06;0.10871005043624282
2015-03-07;0.10740223637242038
2015-03-08;0.10496005309775192
2015-03-09;0.10278567930871377
2015-03-10;0.10280561549871105
2015-03-11;0.10294450428902552
2015-03-12;0.10329338761397815
2015-03-13;0.10368214331892542
2015-03-14;0.10103993360461741
2015-03-15;0.10204272396148129
2015-03-16;0.10016938664140224
2015-03-17;0.10077810497598627
2015-03-18;0.10128448420191753
2015-03-19;0.10229391995544719
2015-03-20;0.1010425917632837
2015-03-21;0.09867948870893781
2015-03-22;0.09818108395900545
2015-03-23;0.09733446042378706
2015-03-24;0.09893134924257027
2015-03-25;0.09696896360716999
2015-03-26;0.09721284966480356
2015-03-27;0.09563323887735131
2015-03-28;0.09563190979801815
2015-03-29;0.09502850778076674
2015-03-30;0.09564320697234995
2015-03-31;0.09686529541918407
2015-04-01;0.09904631460488802
2015-04-02;0.09904432098588829
2015-04-03;0.09891805844923876
2015-04-04;0.0983259536063191
2015-04-05;0.09818972297467095
2015-04-06;0.0994164631991711
2015-04-07;0.1014353347062304
2015-04-08;0.11197892105613241
2015-04-09;0.11238296117341089
2015-04-10;0.11212844248111209
2015-04-11;0.11025510516103307
2015-04-12;0.11014146887804852
2015-04-13;0.1109262902242753
2015-04-14;0.1104126010620117
2015-04-15;0.11199021823046423
2015-04-16;0.1123723285387457
2015-04-17;0.11251852726539249
2015-04-18;0.11700284093545042
2015-04-19;0.13429748575810277
2015-04-20;0.14970085068967848
2015-04-21;0.19083253335242825
2015-04-22;0.23942035107416587
2015-04-23;0.28943360638071003
2015-04-24;0.3414737076703123
2015-04-25;0.36840085495999053
2015-04-26;0.3621541820941717
2015-04-27;0.3279370346621499
2015-04-28;0.2812996408618142
2015-04-29;0.2363435324179169
2015-04-30;0.20611362298535388
2015-05-01;0.20305009512243638
2015-05-02;0.2492821197261606
2015-05-03;0.27948544757206045
2015-05-04;0.2646329860240767
2015-05-05;0.2449227395134189
2015-05-06;0.3633636442873408
2015-05-07;2.625862038510212
2015-05-08;4.6557649040346565
2015-05-09;5.619480328503834
2015-05-10;7.464774074653341
2015-05-11;5.645530283433632
2015-05-12;4.66221093880045
2015-05-13;5.2315220711565
2015-05-14;4.951551509627837
2015-05-15;4.407094160801747
2015-05-16;3.384500521873895
2015-05-17;2.845027220547127
2015-05-18;3.3080120062509453
2015-05-19;3.8537984344101885
2015-05-20;4.689922242896686
2015-05-21;6.162874413863405
2015-05-22;6.653902773496748
2015-05-23;9.538536558171831
2015-05-24;8.243215840081003
2015-05-25;5.598215059173388
2015-05-26;4.76322096812007
2015-05-27;5.172178678931222
2015-05-28;7.54518337430909
2015-05-29;5.841104307307084
2015-05-30;4.98338295965685
2015-05-31;4.077349578246509
2015-06-01;4.219959790693816
2015-06-02;3.7506618781575214
2015-06-03;3.118219477476709
2015-06-04;2.541664862754975
2015-06-05;2.1443365961089107
2015-06-06;1.872406964545825
2015-06-07;2.060072966387017
2015-06-08;1.8335048124644393
2015-06-09;1.5233840862632038
2015-06-10;1.3776505373829868
2015-06-11;1.2429682831579365
2015-06-12;1.111010641565849
2015-06-13;1.0167589806553103
2015-06-14;0.9391872653758404
2015-06-15;0.9545713586570856
2015-06-16;1.3842627070654225
2015-06-17;1.3620139190284428
2015-06-18;1.0965635492144772
2015-06-19;0.9931678224918462
2015-06-20;0.8565451124403928
2015-06-21;0.7689122666089554
2015-06-22;0.6891741520164459
2015-06-23;0.6532823646246517
2015-06-24;0.7905696143426819
2015-06-25;1.510206264674993
2015-06-26;1.6860700420377865
2015-06-27;1.0571829285731562
2015-06-28;0.7980523309883328
2015-06-29;0.6970024292887166
2015-06-30;0.6040532661246679
2015-07-01;0.5618217703137339
2015-07-02;0.5291131279248409
2015-07-03;0.5410150333532251
2015-07-04;0.49452383827953617
2015-07-05;0.45499037351490285
2015-07-06;0.46461955328359567
2015-07-07;0.819942267605361
2015-07-08;0.8634363887827906
2015-07-09;0.7407823025227738
2015-07-10;0.5641144321634229
2015-07-11;0.47753820440184186
2015-07-12;0.44273626206323274
2015-07-13;0.4084593060612193
2015-07-14;0.3891079109705127
2015-07-15;0.36866667082662113
2015-07-16;0.37099920505630435
2015-07-17;0.39819216821261305
2015-07-18;0.36871983399994723
2015-07-19;0.41639390968014217
2015-07-20;0.5527109314849709
2015-07-21;0.5133568924303128
2015-07-22;0.44950127586898114
2015-07-23;0.4068112476881096
2015-07-24;0.3566052758782583
2015-07-25;0.33617068113103216
2015-07-26;0.34211166575022584
2015-07-27;0.5755578052218694
2015-07-28;0.8911809198623575
2015-07-29;1.1486435228840743
2015-07-30;4.328346210312437
2015-07-31;2.8320686970488866
2015-08-01;1.7737892780258784
2015-08-02;1.5632298846711283
2015-08-03;1.287512377008557
2015-08-04;1.0300962917635
2015-08-05;0.8585918946134482
2015-08-06;0.7552426856674774
2015-08-07;0.777631027034438
2015-08-08;0.9998265099509425
2015-08-09;1.302617363629839
2015-08-10;0.8818973007202846
2015-08-11;0.7132570695331767
2015-08-12;0.8971950038448745
2015-08-13;0.7313391938607225
2015-08-14;0.6048839407078885
2015-08-15;0.5527640946582969
2015-08-16;0.5224610858624102
2015-08-17;0.4970756705991897
2015-08-18;0.46800870558313556
2015-08-19;0.44457703693964956
2015-08-20;0.41774292520329226
2015-08-21;0.4033024782485859
2015-08-22;0.3827150393780473
2015-08-23;0.36838091876999324
2015-08-24;0.36298485667739233
2015-08-25;0.422354830489333
2015-08-26;0.47976441228487304
2015-08-27;0.43789841329055607
2015-08-28;0.5917925092763322
2015-08-29;2.321987985174795
2015-08-30;1.3968889607303752
2015-08-31;0.7628051470731173
2015-09-01;0.5856189357738368
2015-09-02;0.5036014501249706
2015-09-03;0.46616793070671875
2015-09-04;0.4388420596170948
2015-09-05;0.4561798995180745
2015-09-06;0.6218164114122566
2015-09-07;0.5465838757591358
2015-09-08;0.4636493253703939
2015-09-09;0.44548745628285935
2015-09-10;0.41077190410090525
2015-09-11;0.3891079109705128
2015-09-12;0.3785217940819499
2015-09-13;0.3667594419835466
2015-09-14;0.36554997979037734
2015-09-15;0.3644867163238551
2015-09-16;0.3568445101582259
2015-09-17;0.36404812014391463
2015-09-18;1.2564252114061096
2015-09-19;4.5395369163504355
2015-09-20;2.8927411686073166
2015-09-21;1.5940379436136125
2015-09-22;1.535359091054912
2015-09-23;2.87373533414323
2015-09-24;2.8510080775463162
2015-09-25;1.9192570110394649
2015-09-26;2.197233953568397
2015-09-27;1.9284941124048782
2015-09-28;1.4265540114463482
2015-09-29;1.2348010906557119
2015-09-30;1.1603394210158202
2015-10-01;1.092190878208404
2015-10-02;1.0703075869880416
2015-10-03;1.1137219634054811
2015-10-04;1.0039333650903846
2015-10-05;0.8971684222582114
2015-10-06;0.7297841710409334
2015-10-07;0.6288538864813012
2015-10-08;0.6334724371640076
2015-10-09;0.5315586338978421
2015-10-10;0.4883170377937119
2015-10-11;0.5293457168081426
2015-10-12;0.5956401939458098
2015-10-13;0.6916329487827789
2015-10-14;0.6954008886922675
2015-10-15;0.7555350831207712
2015-10-16;0.7637487933996562
2015-10-17;0.7619744724898969
2015-10-18;0.7917591403458538
2015-10-19;0.7184138973458103
2015-10-20;0.619889246379185
2015-10-21;0.6252786630751199
2015-10-22;1.044403830784891
2015-10-23;0.8669783852056431
2015-10-24;0.6191383165559534
2015-10-25;0.7933340993556399
2015-10-26;0.8394597976127116
2015-10-27;0.5765213877384051
2015-10-28;0.47494649970219366
2015-10-29;0.4285749217684884
2015-10-30;0.3471289402328781
