OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3065793;6713718;Amaa;246;19810101;1981;1;1;3075000;6715000;1.6;3.1;0.2;1.0;833;6.2;0.0;1.0
1;3065793;6713718;Amaa;246;19810102;1981;1;2;3075000;6715000;1.7;1.6;2.2;0.0;748;5.61;0.0;1.0
1;3065793;6713718;Amaa;246;19810103;1981;1;3;3075000;6715000;-1.8;-1.3;-2.4;0.0;824;4.52;0.0;1.0
1;3065793;6713718;Amaa;246;19810104;1981;1;4;3075000;6715000;-3.4;-1.4;-3.9;0.0;745;3.82;0.0;1.0
1;3065793;6713718;Amaa;246;19810105;1981;1;5;3075000;6715000;-4.5;-2.9;-3.4;0.0;740;3.38;0.0;1.0
1;3065793;6713718;Amaa;246;19810106;1981;1;6;3075000;6715000;-7.2;-5.6;-9.9;1.0;1171;2.49;0.0;2.0
1;3065793;6713718;Amaa;246;19810107;1981;1;7;3075000;6715000;-3.6;-1.9;-9.3;1.0;949;3.63;0.0;3.0
1;3065793;6713718;Amaa;246;19810108;1981;1;8;3075000;6715000;0.0;-0.6;-0.7;0.0;691;4.76;0.0;3.0
1;3065793;6713718;Amaa;246;19810109;1981;1;9;3075000;6715000;1.6;3.2;-0.1;5.0;718;6.99;0.0;8.0
1;3065793;6713718;Amaa;246;19810110;1981;1;10;3075000;6715000;1.1;2.1;-0.7;0.0;1578;5.21;0.0;8.0
1;3065793;6713718;Amaa;246;19810111;1981;1;11;3075000;6715000;2.5;1.9;2.5;0.0;1160;5.18;0.0;8.0
1;3065793;6713718;Amaa;246;19810112;1981;1;12;3075000;6715000;1.2;2.1;-0.9;0.0;780;5.78;0.0;8.0
1;3065793;6713718;Amaa;246;19810113;1981;1;13;3075000;6715000;-0.2;1.3;-1.9;0.0;876;5.4;0.0;8.0
1;3065793;6713718;Amaa;246;19810114;1981;1;14;3075000;6715000;-0.4;1.8;-2.9;3.0;879;5.15;0.0;11.0
1;3065793;6713718;Amaa;246;19810115;1981;1;15;3075000;6715000;0.6;2.0;-0.4;3.0;935;6.07;0.0;14.0
1;3065793;6713718;Amaa;246;19810116;1981;1;16;3075000;6715000;-1.3;0.8;-4.4;0.0;1355;6.18;0.0;14.0
1;3065793;6713718;Amaa;246;19810117;1981;1;17;3075000;6715000;-2.5;-0.2;-5.0;0.0;1418;5.08;0.0;14.0
1;3065793;6713718;Amaa;246;19810118;1981;1;18;3075000;6715000;-3.9;-1.5;-4.6;0.0;932;3.66;0.0;14.0
1;3065793;6713718;Amaa;246;19810119;1981;1;19;3075000;6715000;-4.0;-2.8;-5.8;2.0;983;3.73;0.0;16.0
1;3065793;6713718;Amaa;246;19810120;1981;1;20;3075000;6715000;-3.6;-1.9;-5.5;0.0;1550;4.15;0.0;16.0
1;3065793;6713718;Amaa;246;19810121;1981;1;21;3075000;6715000;-2.0;-1.1;-6.4;1.0;1667;3.86;0.0;17.0
1;3065793;6713718;Amaa;246;19810122;1981;1;22;3075000;6715000;-0.6;0.0;-1.0;1.0;1050;5.64;0.0;18.0
1;3065793;6713718;Amaa;246;19810123;1981;1;23;3075000;6715000;-0.7;0.9;-5.2;0.0;1461;5.01;0.0;18.0
1;3065793;6713718;Amaa;246;19810124;1981;1;24;3075000;6715000;1.4;3.0;-1.0;0.0;1065;6.37;0.0;18.0
1;3065793;6713718;Amaa;246;19810125;1981;1;25;3075000;6715000;1.1;2.9;-0.1;0.0;1872;5.27;0.0;18.0
1;3065793;6713718;Amaa;246;19810126;1981;1;26;3075000;6715000;1.3;1.1;1.1;0.0;2183;4.43;0.0;18.0
1;3065793;6713718;Amaa;246;19810127;1981;1;27;3075000;6715000;0.4;0.4;1.0;0.0;2109;5.07;0.0;18.0
1;3065793;6713718;Amaa;246;19810128;1981;1;28;3075000;6715000;0.4;2.1;-0.4;1.0;1982;5.97;0.0;19.0
1;3065793;6713718;Amaa;246;19810129;1981;1;29;3075000;6715000;1.2;2.5;-0.7;0.0;2303;6.07;0.0;19.0
1;3065793;6713718;Amaa;246;19810130;1981;1;30;3075000;6715000;2.8;5.0;1.1;1.0;2907;5.82;0.0;20.0
1;3065793;6713718;Amaa;246;19810131;1981;1;31;3075000;6715000;3.4;5.1;0.1;0.0;2280;6.32;0.0;20.0
1;3065793;6713718;Amaa;246;19810201;1981;2;1;3075000;6715000;2.6;6.3;0.3;0.0;1350;6.15;0.0;20.0
1;3065793;6713718;Amaa;246;19810202;1981;2;2;3075000;6715000;2.9;4.6;1.7;5.0;1452;6.5;0.0;25.0
1;3065793;6713718;Amaa;246;19810203;1981;2;3;3075000;6715000;0.8;3.8;-0.8;0.0;1448;5.91;0.0;25.0
1;3065793;6713718;Amaa;246;19810204;1981;2;4;3075000;6715000;-0.5;0.3;-1.0;0.0;1574;5.34;0.0;25.0
1;3065793;6713718;Amaa;246;19810205;1981;2;5;3075000;6715000;-2.1;-0.3;-2.5;0.0;1704;4.1;0.0;25.0
1;3065793;6713718;Amaa;246;19810206;1981;2;6;3075000;6715000;0.7;1.6;-3.0;4.0;1166;4.98;0.0;29.0
1;3065793;6713718;Amaa;246;19810207;1981;2;7;3075000;6715000;0.3;1.6;-1.2;0.0;3100;5.53;0.0;29.0
1;3065793;6713718;Amaa;246;19810208;1981;2;8;3075000;6715000;1.6;2.5;0.2;4.0;542;5.77;0.0;33.0
1;3065793;6713718;Amaa;246;19810209;1981;2;9;3075000;6715000;0.6;2.0;0.2;0.0;2870;4.99;0.0;33.0
1;3065793;6713718;Amaa;246;19810210;1981;2;10;3075000;6715000;-0.5;1.6;-2.7;0.0;4552;4.26;0.0;33.0
1;3065793;6713718;Amaa;246;19810211;1981;2;11;3075000;6715000;-0.6;0.1;-2.4;0.0;1582;4.89;0.0;33.0
1;3065793;6713718;Amaa;246;19810212;1981;2;12;3075000;6715000;-3.5;-1.1;-5.1;0.0;2493;3.72;0.0;33.0
1;3065793;6713718;Amaa;246;19810213;1981;2;13;3075000;6715000;-5.1;-3.2;-5.9;0.0;430;3.09;0.0;33.0
1;3065793;6713718;Amaa;246;19810214;1981;2;14;3075000;6715000;-2.4;-0.6;-6.5;1.0;1967;4.06;0.0;34.0
1;3065793;6713718;Amaa;246;19810215;1981;2;15;3075000;6715000;-0.5;-0.5;-0.6;0.0;650;4.79;0.0;34.0
1;3065793;6713718;Amaa;246;19810216;1981;2;16;3075000;6715000;2.3;2.9;1.3;1.0;141;5.64;0.0;35.0
1;3065793;6713718;Amaa;246;19810217;1981;2;17;3075000;6715000;-0.7;1.1;-0.1;0.0;4895;5.01;0.0;35.0
1;3065793;6713718;Amaa;246;19810218;1981;2;18;3075000;6715000;-2.8;-0.3;-5.2;0.0;1645;4.29;0.0;35.0
1;3065793;6713718;Amaa;246;19810219;1981;2;19;3075000;6715000;-6.0;-2.1;-7.0;0.0;3494;3.08;0.0;35.0
1;3065793;6713718;Amaa;246;19810220;1981;2;20;3075000;6715000;-8.2;-6.9;-9.0;2.0;4432;2.7;0.0;37.0
1;3065793;6713718;Amaa;246;19810221;1981;2;21;3075000;6715000;-7.6;-5.3;-9.5;1.0;3933;2.82;0.0;38.0
1;3065793;6713718;Amaa;246;19810222;1981;2;22;3075000;6715000;-7.1;-3.3;-11.3;0.0;4394;2.99;0.0;38.0
1;3065793;6713718;Amaa;246;19810223;1981;2;23;3075000;6715000;-4.1;-2.8;-8.9;0.0;2105;3.64;0.0;38.0
1;3065793;6713718;Amaa;246;19810224;1981;2;24;3075000;6715000;-2.2;-1.3;-3.2;0.0;2833;4.64;0.0;38.0
1;3065793;6713718;Amaa;246;19810225;1981;2;25;3075000;6715000;-1.7;-0.3;-3.5;0.0;3156;4.99;0.0;38.0
1;3065793;6713718;Amaa;246;19810226;1981;2;26;3075000;6715000;-4.3;-1.7;-6.8;1.0;3005;4.19;0.0;39.0
1;3065793;6713718;Amaa;246;19810227;1981;2;27;3075000;6715000;-2.8;-1.6;-4.9;0.0;6778;4.21;0.0;39.0
1;3065793;6713718;Amaa;246;19810228;1981;2;28;3075000;6715000;-0.4;-0.5;-3.6;0.0;7020;4.34;0.0;39.0
1;3065793;6713718;Amaa;246;19810301;1981;3;1;3075000;6715000;0.3;0.8;-0.1;0.0;6253;4.6;0.0;39.0
1;3065793;6713718;Amaa;246;19810302;1981;3;2;3075000;6715000;-1.7;-0.2;-3.7;0.0;4824;3.96;0.0;39.0
1;3065793;6713718;Amaa;246;19810303;1981;3;3;3075000;6715000;-4.9;-3.7;-8.7;0.0;6908;3.49;0.0;39.0
1;3065793;6713718;Amaa;246;19810304;1981;3;4;3075000;6715000;-2.7;-3.0;-1.3;0.0;5794;3.87;0.0;39.0
1;3065793;6713718;Amaa;246;19810305;1981;3;5;3075000;6715000;-8.5;-6.2;-10.8;0.0;7244;2.59;0.0;39.0
1;3065793;6713718;Amaa;246;19810306;1981;3;6;3075000;6715000;-8.2;-8.0;-10.0;0.0;4707;2.3;0.0;39.0
1;3065793;6713718;Amaa;246;19810307;1981;3;7;3075000;6715000;-2.4;-3.4;-7.5;3.0;3413;3.58;0.0;42.0
1;3065793;6713718;Amaa;246;19810308;1981;3;8;3075000;6715000;-0.8;-0.2;-1.5;3.0;4144;5.37;0.0;45.0
1;3065793;6713718;Amaa;246;19810309;1981;3;9;3075000;6715000;1.1;3.3;-1.3;0.0;3205;6.28;0.0;45.0
1;3065793;6713718;Amaa;246;19810310;1981;3;10;3075000;6715000;-1.5;0.3;-5.9;0.0;5487;3.5;0.0;45.0
1;3065793;6713718;Amaa;246;19810311;1981;3;11;3075000;6715000;-5.9;0.4;-8.5;0.0;8142;2.79;0.0;45.0
1;3065793;6713718;Amaa;246;19810312;1981;3;12;3075000;6715000;-7.8;-5.3;-10.6;2.0;5869;2.78;0.0;47.0
1;3065793;6713718;Amaa;246;19810313;1981;3;13;3075000;6715000;-2.4;-0.4;-5.8;3.0;1875;4.64;0.0;50.0
1;3065793;6713718;Amaa;246;19810314;1981;3;14;3075000;6715000;-7.7;-1.0;-10.5;0.0;11812;2.85;0.0;50.0
1;3065793;6713718;Amaa;246;19810315;1981;3;15;3075000;6715000;-10.2;-8.6;-11.6;0.0;11594;2.09;0.0;50.0
1;3065793;6713718;Amaa;246;19810316;1981;3;16;3075000;6715000;-7.3;-4.4;-13.1;0.0;8820;2.7;0.0;50.0
1;3065793;6713718;Amaa;246;19810317;1981;3;17;3075000;6715000;-2.9;-1.6;-5.3;0.0;13189;3.95;0.0;50.0
1;3065793;6713718;Amaa;246;19810318;1981;3;18;3075000;6715000;-4.2;-0.4;-9.7;0.0;12104;4.15;0.0;50.0
1;3065793;6713718;Amaa;246;19810319;1981;3;19;3075000;6715000;0.2;1.1;-1.7;4.0;6718;5.58;0.0;54.0
1;3065793;6713718;Amaa;246;19810320;1981;3;20;3075000;6715000;-3.1;-0.2;-5.3;0.0;4693;4.5;0.0;54.0
1;3065793;6713718;Amaa;246;19810321;1981;3;21;3075000;6715000;-3.0;-1.4;-8.6;6.0;7582;4.98;0.0;60.0
1;3065793;6713718;Amaa;246;19810322;1981;3;22;3075000;6715000;2.2;2.5;0.4;1.0;3746;6.64;0.0;61.0
1;3065793;6713718;Amaa;246;19810323;1981;3;23;3075000;6715000;3.0;4.5;1.9;0.0;5427;5.46;0.0;61.0
1;3065793;6713718;Amaa;246;19810324;1981;3;24;3075000;6715000;0.7;2.5;0.1;7.0;8138;6.16;0.0;68.0
1;3065793;6713718;Amaa;246;19810325;1981;3;25;3075000;6715000;-0.2;1.9;-1.4;0.0;15175;4.92;0.0;68.0
1;3065793;6713718;Amaa;246;19810326;1981;3;26;3075000;6715000;0.2;0.7;0.8;0.0;11837;5.46;0.0;68.0
1;3065793;6713718;Amaa;246;19810327;1981;3;27;3075000;6715000;-2.0;-0.3;-1.7;0.0;14209;3.77;0.0;68.0
1;3065793;6713718;Amaa;246;19810328;1981;3;28;3075000;6715000;-2.5;-1.1;-5.4;0.0;14443;4.07;0.0;68.0
1;3065793;6713718;Amaa;246;19810329;1981;3;29;3075000;6715000;1.2;0.9;3.9;0.0;11382;5.99;0.0;68.0
1;3065793;6713718;Amaa;246;19810330;1981;3;30;3075000;6715000;0.5;0.3;0.3;0.0;11326;5.71;0.0;68.0
1;3065793;6713718;Amaa;246;19810331;1981;3;31;3075000;6715000;0.5;2.7;0.5;0.0;12551;5.74;0.0;68.0
1;3065793;6713718;Amaa;246;19810401;1981;4;1;3075000;6715000;0.4;4.4;-2.4;0.0;14144;5.85;0.0;68.0
1;3065793;6713718;Amaa;246;19810402;1981;4;2;3075000;6715000;0.5;2.5;-0.6;0.0;11032;5.83;0.0;68.0
1;3065793;6713718;Amaa;246;19810403;1981;4;3;3075000;6715000;1.2;3.2;-0.1;0.0;17442;6.49;0.0;68.0
1;3065793;6713718;Amaa;246;19810404;1981;4;4;3075000;6715000;2.0;5.4;0.8;0.0;8084;6.52;0.0;68.0
1;3065793;6713718;Amaa;246;19810405;1981;4;5;3075000;6715000;1.2;3.4;-0.5;0.0;13087;5.65;0.0;68.0
1;3065793;6713718;Amaa;246;19810406;1981;4;6;3075000;6715000;2.7;4.5;0.8;0.0;12100;6.31;0.0;68.0
1;3065793;6713718;Amaa;246;19810407;1981;4;7;3075000;6715000;1.4;3.3;0.4;0.0;17587;5.98;0.0;68.0
1;3065793;6713718;Amaa;246;19810408;1981;4;8;3075000;6715000;1.6;3.7;-1.1;0.0;15787;6.29;0.0;68.0
1;3065793;6713718;Amaa;246;19810409;1981;4;9;3075000;6715000;2.3;3.5;2.0;0.0;17611;6.32;0.0;68.0
1;3065793;6713718;Amaa;246;19810410;1981;4;10;3075000;6715000;1.1;3.4;-2.0;0.0;5843;6.46;0.0;68.0
1;3065793;6713718;Amaa;246;19810411;1981;4;11;3075000;6715000;3.1;6.3;0.9;0.0;17298;6.45;0.0;68.0
1;3065793;6713718;Amaa;246;19810412;1981;4;12;3075000;6715000;3.2;4.6;0.6;0.0;17115;6.76;0.0;68.0
1;3065793;6713718;Amaa;246;19810413;1981;4;13;3075000;6715000;2.9;6.0;0.6;0.0;14156;5.39;0.0;68.0
1;3065793;6713718;Amaa;246;19810414;1981;4;14;3075000;6715000;2.8;5.3;0.3;0.0;25595;5.3;0.0;68.0
1;3065793;6713718;Amaa;246;19810415;1981;4;15;3075000;6715000;1.9;4.1;1.1;0.0;12684;5.72;0.0;68.0
1;3065793;6713718;Amaa;246;19810416;1981;4;16;3075000;6715000;0.6;1.9;0.0;0.0;15172;5.18;0.0;68.0
1;3065793;6713718;Amaa;246;19810417;1981;4;17;3075000;6715000;0.5;2.5;-1.1;0.0;21944;5.07;0.0;68.0
1;3065793;6713718;Amaa;246;19810418;1981;4;18;3075000;6715000;2.5;5.1;0.1;0.0;8778;5.99;0.0;68.0
1;3065793;6713718;Amaa;246;19810419;1981;4;19;3075000;6715000;1.7;5.2;-1.3;0.0;21753;5.32;0.0;68.0
1;3065793;6713718;Amaa;246;19810420;1981;4;20;3075000;6715000;3.0;6.3;-1.3;0.0;17659;5.42;0.0;68.0
1;3065793;6713718;Amaa;246;19810421;1981;4;21;3075000;6715000;0.3;4.4;-2.2;0.0;16799;4.52;0.0;68.0
1;3065793;6713718;Amaa;246;19810422;1981;4;22;3075000;6715000;-2.7;0.1;-4.0;0.0;16240;3.77;0.0;68.0
1;3065793;6713718;Amaa;246;19810423;1981;4;23;3075000;6715000;-2.0;0.3;-4.7;0.0;12424;4.28;0.0;68.0
1;3065793;6713718;Amaa;246;19810424;1981;4;24;3075000;6715000;0.9;3.5;-3.1;0.0;19217;4.93;0.0;68.0
1;3065793;6713718;Amaa;246;19810425;1981;4;25;3075000;6715000;2.2;4.5;1.4;0.0;20179;5.72;0.0;68.0
1;3065793;6713718;Amaa;246;19810426;1981;4;26;3075000;6715000;2.2;4.5;-0.4;0.0;24175;6.2;0.0;68.0
1;3065793;6713718;Amaa;246;19810427;1981;4;27;3075000;6715000;2.7;4.1;2.1;0.0;20107;6.12;0.0;68.0
1;3065793;6713718;Amaa;246;19810428;1981;4;28;3075000;6715000;2.2;5.1;-2.3;0.0;16570;5.15;0.0;68.0
1;3065793;6713718;Amaa;246;19810429;1981;4;29;3075000;6715000;0.6;2.8;-1.3;0.0;27207;5.07;0.0;68.0
1;3065793;6713718;Amaa;246;19810430;1981;4;30;3075000;6715000;2.7;4.0;1.0;1.0;9384;6.06;0.0;69.0
1;3065793;6713718;Amaa;246;19810501;1981;5;1;3075000;6715000;1.2;1.5;0.9;5.0;5219;6.61;0.0;74.0
1;3065793;6713718;Amaa;246;19810502;1981;5;2;3075000;6715000;1.3;2.4;0.1;0.0;9707;6.52;0.0;74.0
1;3065793;6713718;Amaa;246;19810503;1981;5;3;3075000;6715000;0.5;2.3;-0.9;0.0;11205;5.53;0.0;74.0
1;3065793;6713718;Amaa;246;19810504;1981;5;4;3075000;6715000;1.9;4.0;-1.5;0.0;18488;6.69;0.0;74.0
1;3065793;6713718;Amaa;246;19810505;1981;5;5;3075000;6715000;3.6;5.0;1.2;0.0;21292;7.09;0.0;74.0
1;3065793;6713718;Amaa;246;19810506;1981;5;6;3075000;6715000;4.9;7.2;3.0;0.0;12548;7.64;0.0;74.0
1;3065793;6713718;Amaa;246;19810507;1981;5;7;3075000;6715000;3.5;5.7;-0.2;0.0;19906;7.63;0.0;74.0
1;3065793;6713718;Amaa;246;19810508;1981;5;8;3075000;6715000;4.6;6.1;3.6;0.0;27584;7.64;0.0;74.0
1;3065793;6713718;Amaa;246;19810509;1981;5;9;3075000;6715000;4.9;6.7;4.1;0.0;25800;8.06;0.0;74.0
1;3065793;6713718;Amaa;246;19810510;1981;5;10;3075000;6715000;7.1;10.7;5.1;0.0;24682;8.96;2.0999999999999996;74.0
1;3065793;6713718;Amaa;246;19810511;1981;5;11;3075000;6715000;8.7;12.4;6.3;0.0;18628;10.77;5.799999999999999;74.0
1;3065793;6713718;Amaa;246;19810512;1981;5;12;3075000;6715000;8.3;10.3;7.5;0.0;26867;8.04;9.1;74.0
1;3065793;6713718;Amaa;246;19810513;1981;5;13;3075000;6715000;7.4;9.0;7.7;0.0;24782;6.89;11.5;74.0
1;3065793;6713718;Amaa;246;19810514;1981;5;14;3075000;6715000;6.1;8.4;5.2;0.0;26798;8.61;12.6;74.0
1;3065793;6713718;Amaa;246;19810515;1981;5;15;3075000;6715000;5.9;8.6;3.2;0.0;19240;8.05;13.5;74.0
1;3065793;6713718;Amaa;246;19810516;1981;5;16;3075000;6715000;6.2;10.7;2.6;0.0;25040;8.56;14.7;74.0
1;3065793;6713718;Amaa;246;19810517;1981;5;17;3075000;6715000;6.8;7.8;7.3;0.0;26305;8.29;16.5;74.0
1;3065793;6713718;Amaa;246;19810518;1981;5;18;3075000;6715000;7.3;9.0;5.4;0.0;27577;8.61;18.8;74.0
1;3065793;6713718;Amaa;246;19810519;1981;5;19;3075000;6715000;10.2;12.0;7.5;0.0;26868;9.47;24.0;74.0
1;3065793;6713718;Amaa;246;19810520;1981;5;20;3075000;6715000;5.6;9.8;7.6;0.0;5863;11.28;24.6;74.0
1;3065793;6713718;Amaa;246;19810521;1981;5;21;3075000;6715000;8.1;11.0;5.6;0.0;28060;10.3;27.700000000000003;74.0
1;3065793;6713718;Amaa;246;19810522;1981;5;22;3075000;6715000;9.7;12.0;8.8;0.0;27542;10.89;32.400000000000006;74.0
1;3065793;6713718;Amaa;246;19810523;1981;5;23;3075000;6715000;10.2;12.4;8.6;0.0;29855;11.5;37.60000000000001;74.0
1;3065793;6713718;Amaa;246;19810524;1981;5;24;3075000;6715000;11.6;13.3;10.5;0.0;25376;12.57;44.20000000000001;74.0
1;3065793;6713718;Amaa;246;19810525;1981;5;25;3075000;6715000;9.3;11.9;9.7;5.0;9556;13.02;48.500000000000014;79.0
1;3065793;6713718;Amaa;246;19810526;1981;5;26;3075000;6715000;9.3;12.9;6.9;0.0;30274;10.35;52.80000000000001;79.0
1;3065793;6713718;Amaa;246;19810527;1981;5;27;3075000;6715000;7.4;9.6;6.6;3.0;25517;10.03;55.20000000000001;82.0
1;3065793;6713718;Amaa;246;19810528;1981;5;28;3075000;6715000;8.3;10.8;6.7;0.0;35198;10.26;58.500000000000014;82.0
1;3065793;6713718;Amaa;246;19810529;1981;5;29;3075000;6715000;8.5;10.7;7.9;0.0;34380;10.2;62.000000000000014;82.0
1;3065793;6713718;Amaa;246;19810530;1981;5;30;3075000;6715000;9.4;11.8;7.5;0.0;33339;9.64;66.40000000000002;82.0
1;3065793;6713718;Amaa;246;19810531;1981;5;31;3075000;6715000;9.1;12.1;6.4;0.0;27643;10.25;70.50000000000001;82.0
1;3065793;6713718;Amaa;246;19810601;1981;6;1;3075000;6715000;10.9;12.2;11.1;0.0;27013;11.61;76.40000000000002;82.0
1;3065793;6713718;Amaa;246;19810602;1981;6;2;3075000;6715000;10.5;11.5;8.5;0.0;30559;10.26;81.90000000000002;82.0
1;3065793;6713718;Amaa;246;19810603;1981;6;3;3075000;6715000;10.4;12.4;7.4;0.0;24464;9.7;87.30000000000003;82.0
1;3065793;6713718;Amaa;246;19810604;1981;6;4;3075000;6715000;9.7;10.7;10.4;12.0;5657;11.06;92.00000000000003;94.0
1;3065793;6713718;Amaa;246;19810605;1981;6;5;3075000;6715000;10.5;13.4;6.7;0.0;28098;10.4;97.50000000000003;94.0
1;3065793;6713718;Amaa;246;19810606;1981;6;6;3075000;6715000;10.6;12.3;9.5;0.0;19485;11.39;103.10000000000002;94.0
1;3065793;6713718;Amaa;246;19810607;1981;6;7;3075000;6715000;10.1;11.2;10.9;0.0;22742;11.46;108.20000000000002;94.0
1;3065793;6713718;Amaa;246;19810608;1981;6;8;3075000;6715000;10.0;11.5;8.0;0.0;26757;11.55;113.20000000000002;94.0
1;3065793;6713718;Amaa;246;19810609;1981;6;9;3075000;6715000;10.3;10.6;10.9;3.0;3421;12.37;118.50000000000001;97.0
1;3065793;6713718;Amaa;246;19810610;1981;6;10;3075000;6715000;10.3;13.7;8.1;2.0;23292;11.77;123.80000000000001;99.0
1;3065793;6713718;Amaa;246;19810611;1981;6;11;3075000;6715000;11.1;12.9;8.6;0.0;19206;10.49;129.9;99.0
1;3065793;6713718;Amaa;246;19810612;1981;6;12;3075000;6715000;8.5;11.3;8.1;28.0;4837;10.61;133.4;127.0
1;3065793;6713718;Amaa;246;19810613;1981;6;13;3075000;6715000;5.2;8.7;4.1;0.0;14150;7.41;133.6;127.0
1;3065793;6713718;Amaa;246;19810614;1981;6;14;3075000;6715000;9.8;12.6;6.0;0.0;41768;7.22;138.4;127.0
1;3065793;6713718;Amaa;246;19810615;1981;6;15;3075000;6715000;8.7;10.6;7.5;0.0;13533;11.15;142.1;127.0
1;3065793;6713718;Amaa;246;19810616;1981;6;16;3075000;6715000;9.7;11.1;7.8;2.0;13775;12.44;146.79999999999998;129.0
1;3065793;6713718;Amaa;246;19810617;1981;6;17;3075000;6715000;10.7;13.7;9.4;0.0;15074;11.21;152.49999999999997;129.0
1;3065793;6713718;Amaa;246;19810618;1981;6;18;3075000;6715000;8.4;9.6;7.6;0.0;26187;9.15;155.89999999999998;129.0
1;3065793;6713718;Amaa;246;19810619;1981;6;19;3075000;6715000;9.5;12.2;5.0;0.0;38652;9.77;160.39999999999998;129.0
1;3065793;6713718;Amaa;246;19810620;1981;6;20;3075000;6715000;10.5;12.7;7.3;0.0;10863;9.71;165.89999999999998;129.0
1;3065793;6713718;Amaa;246;19810621;1981;6;21;3075000;6715000;10.1;13.5;5.3;0.0;34161;9.91;170.99999999999997;129.0
1;3065793;6713718;Amaa;246;19810622;1981;6;22;3075000;6715000;10.6;12.4;8.1;0.0;30851;11.16;176.59999999999997;129.0
1;3065793;6713718;Amaa;246;19810623;1981;6;23;3075000;6715000;13.2;16.1;8.9;0.0;21074;10.88;184.79999999999995;129.0
1;3065793;6713718;Amaa;246;19810624;1981;6;24;3075000;6715000;12.5;13.7;12.1;0.0;8505;13.01;192.29999999999995;129.0
1;3065793;6713718;Amaa;246;19810625;1981;6;25;3075000;6715000;12.0;14.0;11.9;8.0;18168;14.32;199.29999999999995;137.0
1;3065793;6713718;Amaa;246;19810626;1981;6;26;3075000;6715000;9.7;12.9;8.6;11.0;9767;11.98;203.99999999999994;148.0
1;3065793;6713718;Amaa;246;19810627;1981;6;27;3075000;6715000;9.6;12.1;7.7;0.0;17997;10.93;208.59999999999994;148.0
1;3065793;6713718;Amaa;246;19810628;1981;6;28;3075000;6715000;10.6;11.8;8.4;2.0;21528;12.33;214.19999999999993;150.0
1;3065793;6713718;Amaa;246;19810629;1981;6;29;3075000;6715000;12.4;14.6;10.8;2.0;20681;13.34;221.59999999999994;152.0
1;3065793;6713718;Amaa;246;19810630;1981;6;30;3075000;6715000;12.0;14.7;10.2;2.0;11303;14.23;228.59999999999994;154.0
1;3065793;6713718;Amaa;246;19810701;1981;7;1;3075000;6715000;11.7;13.3;10.6;4.0;15787;12.79;235.29999999999993;158.0
1;3065793;6713718;Amaa;246;19810702;1981;7;2;3075000;6715000;12.0;14.6;9.8;0.0;27213;12.41;242.29999999999993;158.0
1;3065793;6713718;Amaa;246;19810703;1981;7;3;3075000;6715000;11.7;12.7;10.0;5.0;31305;12.31;248.99999999999991;163.0
1;3065793;6713718;Amaa;246;19810704;1981;7;4;3075000;6715000;10.7;11.3;11.5;1.0;0;13.42;254.6999999999999;164.0
1;3065793;6713718;Amaa;246;19810705;1981;7;5;3075000;6715000;11.5;14.8;9.8;0.0;25139;10.3;261.19999999999993;164.0
1;3065793;6713718;Amaa;246;19810706;1981;7;6;3075000;6715000;13.2;16.9;11.2;0.0;31011;13.58;269.3999999999999;164.0
1;3065793;6713718;Amaa;246;19810707;1981;7;7;3075000;6715000;13.6;15.0;13.6;0.0;23718;14.48;277.99999999999994;164.0
1;3065793;6713718;Amaa;246;19810708;1981;7;8;3075000;6715000;14.0;15.6;12.7;0.0;35634;14.16;286.99999999999994;164.0
1;3065793;6713718;Amaa;246;19810709;1981;7;9;3075000;6715000;14.8;17.6;11.6;0.0;25285;13.94;296.79999999999995;164.0
1;3065793;6713718;Amaa;246;19810710;1981;7;10;3075000;6715000;15.6;17.5;12.8;0.0;25475;15.0;307.4;164.0
1;3065793;6713718;Amaa;246;19810711;1981;7;11;3075000;6715000;16.6;18.9;14.3;0.0;26860;17.32;319.0;164.0
1;3065793;6713718;Amaa;246;19810712;1981;7;12;3075000;6715000;17.2;19.3;16.1;0.0;27178;17.35;331.2;164.0
1;3065793;6713718;Amaa;246;19810713;1981;7;13;3075000;6715000;15.7;16.1;16.8;0.0;4813;17.65;341.9;164.0
1;3065793;6713718;Amaa;246;19810714;1981;7;14;3075000;6715000;14.7;15.8;13.7;0.0;13815;15.42;351.59999999999997;164.0
1;3065793;6713718;Amaa;246;19810715;1981;7;15;3075000;6715000;13.7;15.1;12.9;0.0;8686;14.1;360.29999999999995;164.0
1;3065793;6713718;Amaa;246;19810716;1981;7;16;3075000;6715000;14.2;15.3;12.7;0.0;21911;14.12;369.49999999999994;164.0
1;3065793;6713718;Amaa;246;19810717;1981;7;17;3075000;6715000;14.9;16.3;12.9;7.0;10364;15.54;379.3999999999999;171.0
1;3065793;6713718;Amaa;246;19810718;1981;7;18;3075000;6715000;14.5;14.9;15.1;0.0;9008;15.83;388.8999999999999;171.0
1;3065793;6713718;Amaa;246;19810719;1981;7;19;3075000;6715000;14.6;15.5;13.2;3.0;16792;15.83;398.49999999999994;174.0
1;3065793;6713718;Amaa;246;19810720;1981;7;20;3075000;6715000;14.8;16.7;13.1;0.0;24370;15.91;408.29999999999995;174.0
