OmaTunniste;OmaIta;OmaPohjoinen;Kunta;siteid;aika;vuosi;kk;paiva;longitude;latitude;t_mean;t_max;t_min;rainfall;radiation;hpa;lamposumma_v;rainfall_v
1;3065793;6713718;Amaa;246;19920613;1992;6;13;3075000;6715000;13.7;17.9;15.1;0.0;27976;17.34;175.39999999999998;151.0
1;3065793;6713718;Amaa;246;19920614;1992;6;14;3075000;6715000;15.3;17.3;14.1;0.0;20824;16.66;185.7;151.0
1;3065793;6713718;Amaa;246;19920615;1992;6;15;3075000;6715000;14.8;18.6;11.9;0.0;41468;15.56;195.5;151.0
1;3065793;6713718;Amaa;246;19920616;1992;6;16;3075000;6715000;13.5;15.9;13.4;0.0;26402;10.44;204.0;151.0
1;3065793;6713718;Amaa;246;19920617;1992;6;17;3075000;6715000;12.5;15.3;11.1;0.0;28083;9.95;211.5;151.0
1;3065793;6713718;Amaa;246;19920618;1992;6;18;3075000;6715000;13.6;16.6;15.8;0.0;14426;14.51;220.1;151.0
1;3065793;6713718;Amaa;246;19920619;1992;6;19;3075000;6715000;12.1;15.3;12.9;0.0;20874;14.28;227.2;151.0
1;3065793;6713718;Amaa;246;19920620;1992;6;20;3075000;6715000;14.3;17.1;10.8;0.0;19472;13.57;236.5;151.0
1;3065793;6713718;Amaa;246;19920621;1992;6;21;3075000;6715000;13.2;15.6;12.6;0.0;18538;11.17;244.7;151.0
1;3065793;6713718;Amaa;246;19920622;1992;6;22;3075000;6715000;10.3;15.5;9.7;1.0;24308;8.61;250.0;152.0
1;3065793;6713718;Amaa;246;19920623;1992;6;23;3075000;6715000;10.8;13.4;11.5;0.0;18688;9.03;255.8;152.0
1;3065793;6713718;Amaa;246;19920624;1992;6;24;3075000;6715000;12.3;16.0;7.8;0.0;26616;10.0;263.1;152.0
1;3065793;6713718;Amaa;246;19920625;1992;6;25;3075000;6715000;11.3;13.6;7.8;0.0;33494;10.33;269.40000000000003;152.0
1;3065793;6713718;Amaa;246;19920626;1992;6;26;3075000;6715000;13.3;16.2;8.5;0.0;30145;11.3;277.70000000000005;152.0
1;3065793;6713718;Amaa;246;19920627;1992;6;27;3075000;6715000;14.2;17.8;10.2;0.0;31440;15.03;286.90000000000003;152.0
1;3065793;6713718;Amaa;246;19920628;1992;6;28;3075000;6715000;12.3;15.6;15.3;0.0;23879;13.71;294.20000000000005;152.0
1;3065793;6713718;Amaa;246;19920629;1992;6;29;3075000;6715000;14.2;16.7;8.6;0.0;26493;13.38;303.40000000000003;152.0
1;3065793;6713718;Amaa;246;19920630;1992;6;30;3075000;6715000;14.8;16.3;12.5;0.0;15163;15.53;313.20000000000005;152.0
1;3065793;6713718;Amaa;246;19920701;1992;7;1;3075000;6715000;13.0;16.5;13.5;18.0;23579;15.11;321.20000000000005;170.0
1;3065793;6713718;Amaa;246;19920702;1992;7;2;3075000;6715000;11.6;13.1;11.6;0.0;16019;10.77;327.80000000000007;170.0
1;3065793;6713718;Amaa;246;19920703;1992;7;3;3075000;6715000;12.4;14.1;8.9;0.0;18002;9.45;335.20000000000005;170.0
1;3065793;6713718;Amaa;246;19920704;1992;7;4;3075000;6715000;11.1;12.1;9.5;0.0;16455;9.4;341.30000000000007;170.0
1;3065793;6713718;Amaa;246;19920705;1992;7;5;3075000;6715000;11.9;14.2;12.0;0.0;30369;11.16;348.20000000000005;170.0
1;3065793;6713718;Amaa;246;19920706;1992;7;6;3075000;6715000;13.1;15.4;9.0;0.0;28613;11.47;356.30000000000007;170.0
1;3065793;6713718;Amaa;246;19920707;1992;7;7;3075000;6715000;12.6;14.4;13.3;0.0;32261;11.23;363.9000000000001;170.0
1;3065793;6713718;Amaa;246;19920708;1992;7;8;3075000;6715000;15.3;17.5;9.7;0.0;25677;12.87;374.2000000000001;170.0
1;3065793;6713718;Amaa;246;19920709;1992;7;9;3075000;6715000;14.2;17.5;14.6;0.0;32774;14.42;383.4000000000001;170.0
1;3065793;6713718;Amaa;246;19920710;1992;7;10;3075000;6715000;15.2;17.5;12.6;0.0;28706;14.9;393.6000000000001;170.0
1;3065793;6713718;Amaa;246;19920711;1992;7;11;3075000;6715000;13.5;15.3;13.7;0.0;18777;15.33;402.1000000000001;170.0
1;3065793;6713718;Amaa;246;19920712;1992;7;12;3075000;6715000;13.3;16.4;8.8;0.0;26639;14.52;410.4000000000001;170.0
1;3065793;6713718;Amaa;246;19920713;1992;7;13;3075000;6715000;14.0;14.3;14.8;3.0;10319;14.66;419.4000000000001;173.0
1;3065793;6713718;Amaa;246;19920714;1992;7;14;3075000;6715000;14.6;17.4;13.9;9.0;1251;16.05;429.0000000000001;182.0
1;3065793;6713718;Amaa;246;19920715;1992;7;15;3075000;6715000;13.9;16.4;11.5;3.0;28779;12.76;437.9000000000001;185.0
1;3065793;6713718;Amaa;246;19920716;1992;7;16;3075000;6715000;13.1;14.5;10.4;0.0;19005;10.14;446.0000000000001;185.0
1;3065793;6713718;Amaa;246;19920717;1992;7;17;3075000;6715000;14.0;17.3;12.0;0.0;24247;12.6;455.0000000000001;185.0
1;3065793;6713718;Amaa;246;19920718;1992;7;18;3075000;6715000;14.0;17.1;16.1;6.0;4657;17.35;464.0000000000001;191.0
1;3065793;6713718;Amaa;246;19920719;1992;7;19;3075000;6715000;14.5;15.9;14.5;0.0;12909;15.05;473.5000000000001;191.0
1;3065793;6713718;Amaa;246;19920720;1992;7;20;3075000;6715000;15.6;17.0;14.5;0.0;11189;15.77;484.10000000000014;191.0
1;3065793;6713718;Amaa;246;19920721;1992;7;21;3075000;6715000;15.2;18.6;16.0;0.0;26242;15.74;494.3000000000001;191.0
1;3065793;6713718;Amaa;246;19920722;1992;7;22;3075000;6715000;16.3;20.4;18.1;0.0;14624;17.64;505.60000000000014;191.0
1;3065793;6713718;Amaa;246;19920723;1992;7;23;3075000;6715000;15.1;18.3;13.3;0.0;23454;13.93;515.7000000000002;191.0
1;3065793;6713718;Amaa;246;19920724;1992;7;24;3075000;6715000;16.7;18.7;12.7;0.0;25149;14.57;527.4000000000002;191.0
1;3065793;6713718;Amaa;246;19920725;1992;7;25;3075000;6715000;16.7;19.8;18.8;0.0;23924;17.45;539.1000000000003;191.0
1;3065793;6713718;Amaa;246;19920726;1992;7;26;3075000;6715000;17.3;19.7;17.2;6.0;22565;18.23;551.4000000000002;197.0
1;3065793;6713718;Amaa;246;19920727;1992;7;27;3075000;6715000;17.3;18.6;16.6;24.0;27786;17.14;563.7000000000002;221.0
1;3065793;6713718;Amaa;246;19920728;1992;7;28;3075000;6715000;14.7;15.8;15.6;47.0;10744;16.26;573.4000000000002;268.0
1;3065793;6713718;Amaa;246;19920729;1992;7;29;3075000;6715000;14.3;18.6;14.0;0.0;25581;11.36;582.7000000000002;268.0
1;3065793;6713718;Amaa;246;19920730;1992;7;30;3075000;6715000;15.0;15.1;12.3;0.0;12909;15.59;592.7000000000002;268.0
1;3065793;6713718;Amaa;246;19920731;1992;7;31;3075000;6715000;14.1;15.9;13.0;0.0;19616;13.11;601.8000000000002;268.0
1;3065793;6713718;Amaa;246;19920801;1992;8;1;3075000;6715000;14.9;18.5;11.6;0.0;24735;12.59;611.7000000000002;268.0
1;3065793;6713718;Amaa;246;19920802;1992;8;2;3075000;6715000;15.7;18.6;16.1;0.0;14331;15.84;622.4000000000002;268.0
1;3065793;6713718;Amaa;246;19920803;1992;8;3;3075000;6715000;15.4;20.0;15.0;4.0;23007;15.94;632.8000000000002;272.0
1;3065793;6713718;Amaa;246;19920804;1992;8;4;3075000;6715000;16.4;19.0;17.1;0.0;13570;15.78;644.2000000000002;272.0
1;3065793;6713718;Amaa;246;19920805;1992;8;5;3075000;6715000;15.6;18.5;15.2;0.0;20388;13.76;654.8000000000002;272.0
1;3065793;6713718;Amaa;246;19920806;1992;8;6;3075000;6715000;15.8;18.2;16.6;6.0;13871;16.62;665.6000000000001;278.0
1;3065793;6713718;Amaa;246;19920807;1992;8;7;3075000;6715000;15.2;18.6;14.1;0.0;21922;12.09;675.8000000000002;278.0
1;3065793;6713718;Amaa;246;19920808;1992;8;8;3075000;6715000;14.6;16.5;11.8;0.0;21976;12.4;685.4000000000002;278.0
1;3065793;6713718;Amaa;246;19920809;1992;8;9;3075000;6715000;15.5;17.5;14.1;0.0;23039;14.8;695.9000000000002;278.0
1;3065793;6713718;Amaa;246;19920810;1992;8;10;3075000;6715000;16.1;20.5;15.9;3.0;17219;15.37;707.0000000000002;281.0
1;3065793;6713718;Amaa;246;19920811;1992;8;11;3075000;6715000;15.0;17.4;17.4;1.0;16731;17.27;717.0000000000002;282.0
1;3065793;6713718;Amaa;246;19920812;1992;8;12;3075000;6715000;14.9;16.0;13.8;0.0;16377;13.17;726.9000000000002;282.0
1;3065793;6713718;Amaa;246;19920813;1992;8;13;3075000;6715000;14.5;15.6;13.0;3.0;14320;15.82;736.4000000000002;285.0
1;3065793;6713718;Amaa;246;19920814;1992;8;14;3075000;6715000;14.7;17.1;14.7;0.0;11008;14.49;746.1000000000003;285.0
1;3065793;6713718;Amaa;246;19920815;1992;8;15;3075000;6715000;14.6;17.3;11.1;0.0;13561;14.12;755.7000000000003;285.0
1;3065793;6713718;Amaa;246;19920816;1992;8;16;3075000;6715000;15.7;18.8;13.1;0.0;14814;15.2;766.4000000000003;285.0
1;3065793;6713718;Amaa;246;19920817;1992;8;17;3075000;6715000;15.7;15.7;15.2;1.0;7357;15.39;777.1000000000004;286.0
1;3065793;6713718;Amaa;246;19920818;1992;8;18;3075000;6715000;14.5;15.8;14.3;4.0;7301;15.02;786.6000000000004;290.0
1;3065793;6713718;Amaa;246;19920819;1992;8;19;3075000;6715000;14.8;17.1;12.4;0.0;22611;13.63;796.4000000000003;290.0
1;3065793;6713718;Amaa;246;19920820;1992;8;20;3075000;6715000;16.5;18.1;14.6;0.0;18474;14.5;807.9000000000003;290.0
1;3065793;6713718;Amaa;246;19920821;1992;8;21;3075000;6715000;14.3;16.6;10.4;0.0;22207;10.17;817.2000000000003;290.0
1;3065793;6713718;Amaa;246;19920822;1992;8;22;3075000;6715000;13.7;15.0;13.4;1.0;4637;13.87;825.9000000000003;291.0
1;3065793;6713718;Amaa;246;19920823;1992;8;23;3075000;6715000;14.9;15.4;15.8;0.0;14226;12.45;835.8000000000003;291.0
1;3065793;6713718;Amaa;246;19920824;1992;8;24;3075000;6715000;15.2;17.1;15.4;14.0;9371;13.86;846.0000000000003;305.0
1;3065793;6713718;Amaa;246;19920825;1992;8;25;3075000;6715000;14.5;16.1;10.8;0.0;13611;12.08;855.5000000000003;305.0
1;3065793;6713718;Amaa;246;19920826;1992;8;26;3075000;6715000;14.2;16.0;10.2;0.0;3190;13.25;864.7000000000004;305.0
1;3065793;6713718;Amaa;246;19920827;1992;8;27;3075000;6715000;14.6;16.2;10.7;2.0;2667;13.0;874.3000000000004;307.0
1;3065793;6713718;Amaa;246;19920828;1992;8;28;3075000;6715000;15.7;17.0;14.1;1.0;4807;14.99;885.0000000000005;308.0
1;3065793;6713718;Amaa;246;19920829;1992;8;29;3075000;6715000;15.2;16.4;14.4;3.0;9857;15.57;895.2000000000005;311.0
1;3065793;6713718;Amaa;246;19920830;1992;8;30;3075000;6715000;14.6;14.3;14.4;0.0;7724;13.63;904.8000000000005;311.0
1;3065793;6713718;Amaa;246;19920831;1992;8;31;3075000;6715000;15.3;14.4;11.3;19.0;923;15.02;915.1000000000005;330.0
1;3065793;6713718;Amaa;246;19920901;1992;9;1;3075000;6715000;12.4;12.5;12.9;14.0;7139;14.02;922.5000000000005;344.0
1;3065793;6713718;Amaa;246;19920902;1992;9;2;3075000;6715000;13.6;14.4;12.0;0.0;10319;11.3;931.1000000000005;344.0
1;3065793;6713718;Amaa;246;19920903;1992;9;3;3075000;6715000;14.0;14.3;14.5;0.0;8869;14.22;940.1000000000005;344.0
1;3065793;6713718;Amaa;246;19920904;1992;9;4;3075000;6715000;13.8;14.5;12.9;6.0;10759;12.39;948.9000000000004;350.0
1;3065793;6713718;Amaa;246;19920905;1992;9;5;3075000;6715000;12.4;13.4;11.9;0.0;11707;9.87;956.3000000000004;350.0
1;3065793;6713718;Amaa;246;19920906;1992;9;6;3075000;6715000;11.3;12.4;5.9;0.0;13367;9.4;962.6000000000004;350.0
1;3065793;6713718;Amaa;246;19920907;1992;9;7;3075000;6715000;11.3;12.1;10.2;4.0;11204;10.03;968.9000000000003;354.0
1;3065793;6713718;Amaa;246;19920908;1992;9;8;3075000;6715000;11.9;13.3;11.4;1.0;3428;12.33;975.8000000000003;355.0
1;3065793;6713718;Amaa;246;19920909;1992;9;9;3075000;6715000;13.1;15.0;8.5;0.0;18939;11.33;983.9000000000003;355.0
1;3065793;6713718;Amaa;246;19920910;1992;9;10;3075000;6715000;14.7;16.2;13.2;0.0;2440;12.93;993.6000000000004;355.0
1;3065793;6713718;Amaa;246;19920911;1992;9;11;3075000;6715000;13.8;15.0;11.5;0.0;17867;13.32;1002.4000000000003;355.0
1;3065793;6713718;Amaa;246;19920912;1992;9;12;3075000;6715000;14.2;16.7;12.9;0.0;12252;14.68;1011.6000000000004;355.0
1;3065793;6713718;Amaa;246;19920913;1992;9;13;3075000;6715000;13.3;14.6;11.2;0.0;6494;11.75;1019.9000000000003;355.0
1;3065793;6713718;Amaa;246;19920914;1992;9;14;3075000;6715000;13.4;12.3;5.3;14.0;0;12.63;1028.3000000000004;369.0
1;3065793;6713718;Amaa;246;19920915;1992;9;15;3075000;6715000;12.7;13.5;13.5;0.0;12980;13.08;1036.0000000000005;369.0
1;3065793;6713718;Amaa;246;19920916;1992;9;16;3075000;6715000;12.9;14.7;9.2;0.0;7485;12.62;1043.9000000000005;369.0
1;3065793;6713718;Amaa;246;19920917;1992;9;17;3075000;6715000;12.7;14.4;12.8;0.0;16720;12.21;1051.6000000000006;369.0
1;3065793;6713718;Amaa;246;19920918;1992;9;18;3075000;6715000;11.8;13.1;10.7;0.0;17136;10.3;1058.4000000000005;369.0
1;3065793;6713718;Amaa;246;19920919;1992;9;19;3075000;6715000;12.4;13.5;7.7;0.0;5948;9.92;1065.8000000000006;369.0
1;3065793;6713718;Amaa;246;19920920;1992;9;20;3075000;6715000;11.9;13.7;6.7;0.0;10940;9.94;1072.7000000000007;369.0
1;3065793;6713718;Amaa;246;19920921;1992;9;21;3075000;6715000;12.7;13.1;9.2;0.0;3518;11.42;1080.4000000000008;369.0
1;3065793;6713718;Amaa;246;19920922;1992;9;22;3075000;6715000;13.9;15.0;12.9;0.0;2512;13.55;1089.3000000000009;369.0
1;3065793;6713718;Amaa;246;19920923;1992;9;23;3075000;6715000;15.1;16.0;14.7;0.0;8779;13.84;1099.4000000000008;369.0
1;3065793;6713718;Amaa;246;19920924;1992;9;24;3075000;6715000;14.3;14.6;16.3;0.0;9957;14.36;1108.7000000000007;369.0
1;3065793;6713718;Amaa;246;19920925;1992;9;25;3075000;6715000;13.0;13.2;14.3;0.0;2699;14.09;1116.7000000000007;369.0
1;3065793;6713718;Amaa;246;19920926;1992;9;26;3075000;6715000;11.4;12.5;9.9;0.0;2299;12.7;1123.1000000000008;369.0
1;3065793;6713718;Amaa;246;19920927;1992;9;27;3075000;6715000;11.8;13.6;10.8;0.0;3761;10.68;1129.9000000000008;369.0
1;3065793;6713718;Amaa;246;19920928;1992;9;28;3075000;6715000;11.0;11.5;11.9;0.0;4579;10.72;1135.9000000000008;369.0
1;3065793;6713718;Amaa;246;19920929;1992;9;29;3075000;6715000;10.6;11.8;10.1;0.0;1499;9.74;1141.5000000000007;369.0
1;3065793;6713718;Amaa;246;19920930;1992;9;30;3075000;6715000;10.2;11.7;9.1;0.0;4533;10.07;1146.7000000000007;369.0
1;3065793;6713718;Amaa;246;19921001;1992;10;1;3075000;6715000;10.6;11.9;8.8;0.0;7500;9.19;1152.3000000000006;369.0
1;3065793;6713718;Amaa;246;19921002;1992;10;2;3075000;6715000;8.8;10.1;6.9;0.0;10739;7.07;1156.1000000000006;369.0
1;3065793;6713718;Amaa;246;19921003;1992;10;3;3075000;6715000;9.4;10.5;4.6;0.0;9429;6.93;1160.5000000000007;369.0
1;3065793;6713718;Amaa;246;19921004;1992;10;4;3075000;6715000;9.9;11.4;3.5;0.0;6596;8.29;1165.4000000000008;369.0
1;3065793;6713718;Amaa;246;19921005;1992;10;5;3075000;6715000;10.4;10.0;5.7;0.0;4921;8.81;1170.8000000000009;369.0
1;3065793;6713718;Amaa;246;19921006;1992;10;6;3075000;6715000;10.7;10.7;6.1;0.0;6816;8.26;1176.500000000001;369.0
1;3065793;6713718;Amaa;246;19921007;1992;10;7;3075000;6715000;10.6;11.3;9.5;1.0;7761;8.09;1182.1000000000008;370.0
1;3065793;6713718;Amaa;246;19921008;1992;10;8;3075000;6715000;11.4;13.5;8.6;3.0;2060;9.62;1188.500000000001;373.0
1;3065793;6713718;Amaa;246;19921009;1992;10;9;3075000;6715000;7.6;14.2;5.6;1.0;5144;7.48;1191.1000000000008;374.0
1;3065793;6713718;Amaa;246;19921010;1992;10;10;3075000;6715000;6.3;8.9;4.9;0.0;0;6.71;1192.4000000000008;374.0
1;3065793;6713718;Amaa;246;19921011;1992;10;11;3075000;6715000;6.0;10.7;3.9;3.0;7016;6.22;1193.4000000000008;377.0
1;3065793;6713718;Amaa;246;19921012;1992;10;12;3075000;6715000;3.4;5.7;3.7;1.0;7465;5.15;1193.4000000000008;378.0
1;3065793;6713718;Amaa;246;19921013;1992;10;13;3075000;6715000;3.7;6.5;1.6;5.0;5329;5.49;1193.4000000000008;383.0
1;3065793;6713718;Amaa;246;19921014;1992;10;14;3075000;6715000;6.3;8.9;5.1;4.0;2279;9.12;1194.7000000000007;387.0
1;3065793;6713718;Amaa;246;19921015;1992;10;15;3075000;6715000;7.5;9.7;5.7;17.0;2319;9.48;1197.2000000000007;404.0
1;3065793;6713718;Amaa;246;19921016;1992;10;16;3075000;6715000;6.4;9.2;6.2;4.0;3414;8.92;1198.6000000000008;408.0
1;3065793;6713718;Amaa;246;19921017;1992;10;17;3075000;6715000;3.9;7.5;3.3;1.0;3558;7.26;1198.6000000000008;409.0
1;3065793;6713718;Amaa;246;19921018;1992;10;18;3075000;6715000;4.6;5.5;5.1;0.0;6126;6.23;1198.6000000000008;409.0
1;3065793;6713718;Amaa;246;19921019;1992;10;19;3075000;6715000;6.9;9.4;6.6;1.0;3307;7.76;1200.500000000001;410.0
1;3065793;6713718;Amaa;246;19921020;1992;10;20;3075000;6715000;6.4;7.3;7.0;0.0;3826;8.77;1201.900000000001;410.0
1;3065793;6713718;Amaa;246;19921021;1992;10;21;3075000;6715000;5.8;7.7;5.6;13.0;1976;7.62;1202.700000000001;423.0
1;3065793;6713718;Amaa;246;19921022;1992;10;22;3075000;6715000;6.4;8.0;7.5;8.0;1654;8.71;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921023;1992;10;23;3075000;6715000;2.2;6.3;2.4;0.0;5810;4.96;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921024;1992;10;24;3075000;6715000;2.5;5.7;-0.6;0.0;3023;5.0;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921025;1992;10;25;3075000;6715000;3.2;4.3;3.6;0.0;2247;4.87;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921026;1992;10;26;3075000;6715000;1.5;3.6;2.2;0.0;3485;5.39;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921027;1992;10;27;3075000;6715000;-0.7;2.5;-0.6;0.0;3788;4.35;1204.100000000001;431.0
1;3065793;6713718;Amaa;246;19921028;1992;10;28;3075000;6715000;0.1;4.4;-3.4;3.0;1863;5.34;1204.100000000001;434.0
1;3065793;6713718;Amaa;246;19921029;1992;10;29;3075000;6715000;0.3;3.9;-1.6;2.0;1627;5.25;1204.100000000001;436.0
1;3065793;6713718;Amaa;246;19921030;1992;10;30;3075000;6715000;-0.1;1.2;-0.7;2.0;2496;4.51;1204.100000000001;438.0
1;3065793;6713718;Amaa;246;19921031;1992;10;31;3075000;6715000;2.9;5.7;-2.1;7.0;2146;5.57;1204.100000000001;445.0
1;3065793;6713718;Amaa;246;19921101;1992;11;1;3075000;6715000;3.5;6.6;2.2;6.0;2539;6.71;1204.100000000001;451.0
1;3065793;6713718;Amaa;246;19921102;1992;11;2;3075000;6715000;6.4;7.7;5.1;11.0;1403;8.37;1205.5000000000011;462.0
1;3065793;6713718;Amaa;246;19921103;1992;11;3;3075000;6715000;6.5;8.0;4.4;0.0;1463;8.44;1207.0000000000011;462.0
1;3065793;6713718;Amaa;246;19921104;1992;11;4;3075000;6715000;5.3;5.7;4.7;0.0;1962;7.08;1207.300000000001;462.0
1;3065793;6713718;Amaa;246;19921105;1992;11;5;3075000;6715000;4.7;6.8;4.6;0.0;2698;6.63;1207.300000000001;462.0
1;3065793;6713718;Amaa;246;19921106;1992;11;6;3075000;6715000;4.6;8.0;2.0;4.0;956;6.93;1207.300000000001;466.0
1;3065793;6713718;Amaa;246;19921107;1992;11;7;3075000;6715000;4.2;8.6;-0.3;0.0;2163;6.95;1207.300000000001;466.0
1;3065793;6713718;Amaa;246;19921108;1992;11;8;3075000;6715000;3.7;6.3;3.8;0.0;2267;5.45;1207.300000000001;466.0
1;3065793;6713718;Amaa;246;19921109;1992;11;9;3075000;6715000;5.0;7.0;6.1;1.0;2548;6.65;1207.300000000001;467.0
1;3065793;6713718;Amaa;246;19921110;1992;11;10;3075000;6715000;5.8;6.4;4.7;0.0;2140;6.97;1208.100000000001;467.0
1;3065793;6713718;Amaa;246;19921111;1992;11;11;3075000;6715000;5.9;6.8;5.8;0.0;2132;7.6;1209.0000000000011;467.0
1;3065793;6713718;Amaa;246;19921112;1992;11;12;3075000;6715000;4.3;6.8;1.9;14.0;1138;7.21;1209.0000000000011;481.0
1;3065793;6713718;Amaa;246;19921113;1992;11;13;3075000;6715000;4.4;7.2;3.1;5.0;1072;7.16;1209.0000000000011;486.0
1;3065793;6713718;Amaa;246;19921114;1992;11;14;3075000;6715000;3.1;5.0;2.7;4.0;1048;6.57;1209.0000000000011;490.0
1;3065793;6713718;Amaa;246;19921115;1992;11;15;3075000;6715000;1.4;2.6;0.5;0.0;1128;5.07;1209.0000000000011;490.0
1;3065793;6713718;Amaa;246;19921116;1992;11;16;3075000;6715000;0.7;1.6;0.3;0.0;871;4.92;1209.0000000000011;490.0
1;3065793;6713718;Amaa;246;19921117;1992;11;17;3075000;6715000;0.7;1.6;-1.4;0.0;1717;4.63;1209.0000000000011;490.0
1;3065793;6713718;Amaa;246;19921118;1992;11;18;3075000;6715000;3.3;4.6;-1.9;1.0;1033;6.31;1209.0000000000011;491.0
1;3065793;6713718;Amaa;246;19921119;1992;11;19;3075000;6715000;1.9;3.7;0.4;1.0;1104;5.85;1209.0000000000011;492.0
1;3065793;6713718;Amaa;246;19921120;1992;11;20;3075000;6715000;3.2;3.9;0.8;1.0;1388;6.5;1209.0000000000011;493.0
1;3065793;6713718;Amaa;246;19921121;1992;11;21;3075000;6715000;2.2;2.5;1.6;1.0;1169;5.79;1209.0000000000011;494.0
1;3065793;6713718;Amaa;246;19921122;1992;11;22;3075000;6715000;0.1;2.9;2.3;5.0;925;4.63;1209.0000000000011;499.0
1;3065793;6713718;Amaa;246;19921123;1992;11;23;3075000;6715000;0.6;3.2;1.5;1.0;1426;4.67;1209.0000000000011;500.0
1;3065793;6713718;Amaa;246;19921124;1992;11;24;3075000;6715000;4.6;6.3;3.2;6.0;802;6.72;1209.0000000000011;506.0
1;3065793;6713718;Amaa;246;19921125;1992;11;25;3075000;6715000;3.8;6.4;1.3;8.0;1197;6.96;1209.0000000000011;514.0
1;3065793;6713718;Amaa;246;19921126;1992;11;26;3075000;6715000;5.4;7.0;5.3;0.0;1250;8.83;1209.4000000000012;514.0
1;3065793;6713718;Amaa;246;19921127;1992;11;27;3075000;6715000;3.2;5.9;1.5;2.0;836;6.77;1209.4000000000012;516.0
1;3065793;6713718;Amaa;246;19921128;1992;11;28;3075000;6715000;3.2;4.2;2.1;7.0;1021;6.3;1209.4000000000012;523.0
1;3065793;6713718;Amaa;246;19921129;1992;11;29;3075000;6715000;3.1;4.2;2.4;0.0;790;6.1;1209.4000000000012;523.0
1;3065793;6713718;Amaa;246;19921130;1992;11;30;3075000;6715000;4.7;5.2;3.0;2.0;697;6.09;1209.4000000000012;525.0
1;3065793;6713718;Amaa;246;19921201;1992;12;1;3075000;6715000;5.6;6.5;4.4;0.0;686;7.08;1210.0000000000011;525.0
1;3065793;6713718;Amaa;246;19921202;1992;12;2;3075000;6715000;6.0;6.5;4.9;0.0;919;7.27;1211.0000000000011;525.0
1;3065793;6713718;Amaa;246;19921203;1992;12;3;3075000;6715000;5.7;7.1;6.5;2.0;636;6.88;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921204;1992;12;4;3075000;6715000;4.8;6.1;4.5;0.0;710;6.85;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921205;1992;12;5;3075000;6715000;2.6;4.8;1.8;0.0;650;6.06;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921206;1992;12;6;3075000;6715000;3.3;4.4;2.1;0.0;889;6.27;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921207;1992;12;7;3075000;6715000;2.1;4.7;1.2;0.0;1039;6.04;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921208;1992;12;8;3075000;6715000;1.8;3.5;0.6;0.0;649;5.68;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921209;1992;12;9;3075000;6715000;0.9;2.7;-0.1;0.0;590;4.96;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921210;1992;12;10;3075000;6715000;0.5;2.9;0.5;0.0;652;5.52;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921211;1992;12;11;3075000;6715000;4.5;5.2;3.1;0.0;667;6.64;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921212;1992;12;12;3075000;6715000;1.5;3.2;1.5;0.0;672;5.31;1211.7000000000012;527.0
1;3065793;6713718;Amaa;246;19921213;1992;12;13;3075000;6715000;1.4;2.9;1.5;5.0;758;5.26;1211.7000000000012;532.0
1;3065793;6713718;Amaa;246;19921214;1992;12;14;3075000;6715000;1.1;3.7;-4.7;0.0;836;4.87;1211.7000000000012;532.0
1;3065793;6713718;Amaa;246;19921215;1992;12;15;3075000;6715000;5.8;7.0;2.9;0.0;562;7.42;1212.5000000000011;532.0
1;3065793;6713718;Amaa;246;19921216;1992;12;16;3075000;6715000;5.2;6.1;3.8;0.0;590;7.23;1212.7000000000012;532.0
1;3065793;6713718;Amaa;246;19921217;1992;12;17;3075000;6715000;3.9;5.1;2.6;0.0;602;6.6;1212.7000000000012;532.0
1;3065793;6713718;Amaa;246;19921218;1992;12;18;3075000;6715000;4.4;5.3;3.0;0.0;733;6.1;1212.7000000000012;532.0
1;3065793;6713718;Amaa;246;19921219;1992;12;19;3075000;6715000;4.3;5.3;4.1;4.0;572;6.6;1212.7000000000012;536.0
1;3065793;6713718;Amaa;246;19921220;1992;12;20;3075000;6715000;2.2;4.0;1.6;0.0;860;4.6;1212.7000000000012;536.0
1;3065793;6713718;Amaa;246;19921221;1992;12;21;3075000;6715000;1.3;1.8;0.7;0.0;832;4.46;1212.7000000000012;536.0
1;3065793;6713718;Amaa;246;19921222;1992;12;22;3075000;6715000;-0.7;2.0;-0.2;0.0;977;4.22;1212.7000000000012;536.0
1;3065793;6713718;Amaa;246;19921223;1992;12;23;3075000;6715000;-0.6;1.8;-2.3;0.0;1031;4.53;1212.7000000000012;536.0
1;3065793;6713718;Amaa;246;19921224;1992;12;24;3075000;6715000;-0.1;1.3;0.6;0.0;903;4.89;1212.7000000000012;536.0
