ncols         12
nrows         16
xllcorner     0
yllcorner     0
cellsize      2
NODATA_value  -9999
151.263000488281 151.296997070312 151.244995117187 151.300994873046 151.27099609375 151.296997070312 151.268005371093 151.205001831054 151.240997314453 151.205993652343 151.21499633789 151.20799255371
151.23599243164 151.322006225585 151.235000610351 151.384002685546 151.332000732421 151.300994873046 151.268997192382 151.177993774414 151.220993041992 151.257995605468 151.199996948242 151.246002197265
151.197998046875 151.264999389648 151.246002197265 151.434997558593 151.31900024414 151.257995605468 151.201995849609 151.141006469726 151.225006103515 151.253997802734 151.197998046875 151.244995117187
151.186004638671 151.21499633789 151.233993530273 151.360000610351 151.259994506835 151.203994750976 151.147994995117 151.154998779296 151.240005493164 151.220993041992 151.218994140625 151.195999145507
151.220001220703 151.195007324218 151.203002929687 151.235000610351 151.149993896484 151.195007324218 151.125 151.164001464843 151.235000610351 151.242004394531 151.246994018554 151.210006713867
151.126998901367 151.17300415039 151.220001220703 151.22200012207 151.169998168945 151.23599243164 151.171005249023 151.182998657226 151.235000610351 151.210998535156 151.19400024414 151.216995239257
151.106994628906 151.167999267578 151.253997802734 151.283004760742 151.300994873046 151.276992797851 151.225997924804 151.220001220703 151.240997314453 151.203994750976 151.136993408203 151.158004760742
151.169006347656 151.233993530273 151.253997802734 151.296005249023 151.330993652343 151.289993286132 151.289993286132 151.238006591796 151.233993530273 151.235000610351 151.16600036621 151.147994995117
151.139007568359 151.268997192382 151.21499633789 151.27099609375 151.304992675781 151.300994873046 151.348999023437 151.261001586914 151.27000427246 151.264007568359 151.197006225585 151.199996948242
151.132995605468 151.253005981445 151.199996948242 151.257003784179 151.345993041992 151.324996948242 151.304000854492 151.223999023437 151.244003295898 151.268005371093 151.186004638671 151.197006225585
151.188995361328 151.251007080078 151.205001831054 151.197998046875 151.343994140625 151.320999145507 151.292007446289 151.199996948242 151.182006835937 151.257003784179 151.164001464843 151.169006347656
151.212997436523 151.289993286132 151.218002319335 151.158004760742 151.274993896484 151.309997558593 151.33299255371 151.251007080078 151.162994384765 151.223007202148 151.154006958007 151.188995361328
151.229995727539 151.283996582031 151.268005371093 151.22900390625 151.263000488281 151.324005126953 151.378005981445 151.281997680664 151.20100402832 151.186004638671 151.139007568359 151.179992675781
151.246002197265 151.263000488281 151.268997192382 151.244995117187 151.337997436523 151.292007446289 151.378997802734 151.335998535156 151.162994384765 151.132003784179 151.171997070312 151.162002563476
151.197998046875 151.229995727539 151.208999633789 151.220993041992 151.29800415039 151.186004638671 151.31199645996 151.360000610351 151.173995971679 151.156997680664 151.216995239257 151.154006958007
151.151000976562 151.192993164062 151.190994262695 151.216995239257 151.195007324218 151.167007446289 151.225997924804 151.309005737304 151.289001464843 151.205001831054 151.22200012207 151.179992675781
